token,(n)heads_token,freq,mark,note,ex_ref,ex,ex_node,ex_verse
מן.ה.יום.ה.זה.ו.מעלה.מ.יום.עשׂרים.ו.ארבעה.ל.ה.תשׁיעי.ל.מן.ה.יום,מן.ל,1,b,"missing מעלה. It’s also not clear why second ל is picked up as a head. It is not necessarily NOT a head, but this TP seems to have some complex syntax. Investigation needed.",Haggai 2:18,מִן־הַיֹּ֥ום הַזֶּ֖ה וָמָ֑עְלָה מִיֹּום֩ עֶשְׂרִ֨ים וְאַרְבָּעָ֜ה לַתְּשִׁיעִ֗י לְמִן־הַיֹּ֛ום ,831763,שִׂימוּ־נָ֣א לְבַבְכֶ֔ם מִן־הַיֹּ֥ום הַזֶּ֖ה וָמָ֑עְלָה מִיֹּום֩ עֶשְׂרִ֨ים וְאַרְבָּעָ֜ה לַתְּשִׁיעִ֗י לְמִן־הַיֹּ֛ום אֲשֶׁר־יֻסַּ֥ד הֵֽיכַל־יְהוָ֖ה שִׂ֥ימוּ לְבַבְכֶֽם׃ 
מן.ה.יום.ה.ראשׁון,מן,1,g,,Daniel 10:12,מִן־הַיֹּ֣ום הָרִאשֹׁ֗ון ,880388,וַיֹּ֣אמֶר אֵלַי֮ אַל־תִּירָ֣א דָנִיֵּאל֒ כִּ֣י׀ מִן־הַיֹּ֣ום הָרִאשֹׁ֗ון אֲשֶׁ֨ר נָתַ֧תָּ אֶֽת־לִבְּךָ֛ לְהָבִ֧ין וּלְהִתְעַנֹּ֛ות לִפְנֵ֥י אֱלֹהֶ֖יךָ נִשְׁמְע֣וּ דְבָרֶ֑יךָ וַאֲנִי־בָ֖אתִי בִּדְבָרֶֽיךָ׃ 
מן.ה.יום.ה.ראשׁון.עד.ה.יום.ה.אחרון,מן,1,?,missing second prep,Nehemiah 8:18,מִן־הַיֹּום֙ הָֽרִאשֹׁ֔ון עַ֖ד הַיֹּ֣ום הָאַחֲרֹ֑ון ,885817,וַ֠יִּקְרָא בְּסֵ֨פֶר תֹּורַ֤ת הָאֱלֹהִים֙ יֹ֣ום׀ בְּיֹ֔ום מִן־הַיֹּום֙ הָֽרִאשֹׁ֔ון עַ֖ד הַיֹּ֣ום הָאַחֲרֹ֑ון וַיַּֽעֲשׂוּ־חָג֙ שִׁבְעַ֣ת יָמִ֔ים וּבַיֹּ֧ום הַשְּׁמִינִ֛י עֲצֶ֖רֶת כַּמִּשְׁפָּֽט׃ פ 
מן.ה.יום.ו.הלאה.ל.דרתיכם,מן,1,b,missing והלאה,Numbers 15:23,מִן־הַיֹּ֞ום וָהָ֖לְאָה לְדֹרֹתֵיכֶֽם׃ ,697176,אֵת֩ כָּל־אֲשֶׁ֨ר צִוָּ֧ה יְהוָ֛ה אֲלֵיכֶ֖ם בְּיַד־מֹשֶׁ֑ה מִן־הַיֹּ֞ום אֲשֶׁ֨ר צִוָּ֧ה יְהוָ֛ה וָהָ֖לְאָה לְדֹרֹתֵיכֶֽם׃ 
מן.ה.יום.ו.עד.ה.יום.ה.זה,מן.עד,1,g,,2_Kings 21:15,מִן־הַיֹּ֗ום וְעַ֖ד הַיֹּ֥ום הַזֶּֽה׃ ,772655,יַ֗עַן אֲשֶׁ֨ר עָשׂ֤וּ אֶת־הָרַע֙ בְּעֵינַ֔י וַיִּהְי֥וּ מַכְעִסִ֖ים אֹתִ֑י מִן־הַיֹּ֗ום אֲשֶׁ֨ר יָצְא֤וּ אֲבֹותָם֙ מִמִּצְרַ֔יִם וְעַ֖ד הַיֹּ֥ום הַזֶּֽה׃ 
מן.ה.עולם,מן,2,g,,Jeremiah 28:8,מִן־הָֽעֹולָ֑ם ,798017,הַנְּבִיאִ֗ים אֲשֶׁ֨ר הָי֧וּ לְפָנַ֛י וּלְפָנֶ֖יךָ מִן־הָֽעֹולָ֑ם וַיִּנָּ֨בְא֜וּ אֶל־אֲרָצֹ֤ות רַבֹּות֙ וְעַל־מַמְלָכֹ֣ות גְּדֹלֹ֔ות לְמִלְחָמָ֖ה וּלְרָעָ֥ה וּלְדָֽבֶר׃ 
מן.ה.עולם.ו.עד.ה.עולם,מן.עד,1,g,,Psalms 106:48,מִן־הָ֤עֹולָ֨ם׀ וְעַ֬ד הָעֹולָ֗ם ,848513,בָּר֤וּךְ־יְהוָ֨ה אֱלֹהֵ֪י יִשְׂרָאֵ֡ל מִן־הָ֤עֹולָ֨ם׀ וְעַ֬ד הָעֹולָ֗ם וְאָמַ֖ר כָּל־הָעָ֥ם אָמֵ֗ן הַֽלְלוּ־יָֽהּ׃ 
מן.ה.עולם.ו.עד.ה.עלם,מן.עד,1,g,,1_Chronicles 16:36,מִן־הָעֹולָ֖ם וְעַ֣ד הָעֹלָ֑ם ,891326,בָּר֤וּךְ יְהוָה֙ אֱלֹהֵ֣י יִשְׂרָאֵ֔ל מִן־הָעֹולָ֖ם וְעַ֣ד הָעֹלָ֑ם וַיֹּאמְר֤וּ כָל־הָעָם֙ אָמֵ֔ן וְהַלֵּ֖ל לַֽיהוָֽה׃ פ 
מן.ה.עולם.עד.ה.עולם,מן,1,b,"compare this to constructions in Jer 28:8. Ps 106:48, 1 Chr 16:36. This encoding that misses the second prep simply cannot be correct.",Nehemiah 9:5,מִן־הָעֹולָ֖ם עַד־הָעֹולָ֑ם ,885870,וַיֹּאמְר֣וּ הַלְוִיִּ֡ם יֵשׁ֣וּעַ וְ֠קַדְמִיאֵל בָּנִ֨י חֲשַׁבְנְיָ֜ה שֵׁרֵֽבְיָ֤ה הֹֽודִיָּה֙ שְׁבַנְיָ֣ה פְתַֽחְיָ֔ה ק֗וּמוּ בָּרֲכוּ֙ אֶת־יְהוָ֣ה אֱלֹֽהֵיכֶ֔ם מִן־הָעֹולָ֖ם עַד־הָעֹולָ֑ם וִיבָֽרְכוּ֙ שֵׁ֣ם כְּבֹודֶ֔ךָ וּמְרֹומַ֥ם עַל־כָּל־בְּרָכָ֖ה וּתְהִלָּֽה׃ 
מן.ה.עת.ה.היא,מן,1,g,,Nehemiah 13:21,מִן־הָעֵ֣ת הַהִ֔יא ,887282,וָאָעִ֣ידָה בָהֶ֗ם וָאֹמְרָ֤ה אֲלֵיהֶם֙ מַדּ֜וּעַ אַתֶּ֤ם לֵנִים֙ נֶ֣גֶד הַחֹומָ֔ה אִם־תִּשְׁנ֕וּ יָ֖ד אֶשְׁלַ֣ח בָּכֶ֑ם מִן־הָעֵ֣ת הַהִ֔יא לֹא־בָ֖אוּ בַּשַּׁבָּֽת׃ ס 
מן.שׁלשׁ.עשׂרה.שׁנה.ל.יאשׁיהו.בן.אמון.מלך.יהודה.ו.עד.ה.יום.ה.זה,מן.עד,1,g,,Jeremiah 25:3,מִן־שְׁלֹ֣שׁ עֶשְׂרֵ֣ה שָׁנָ֡ה לְיֹאשִׁיָּ֣הוּ בֶן־אָמֹון֩ מֶ֨לֶךְ יְהוּדָ֜ה וְעַ֣ד׀ הַיֹּ֣ום הַזֶּ֗ה ,796970,מִן־שְׁלֹ֣שׁ עֶשְׂרֵ֣ה שָׁנָ֡ה לְיֹאשִׁיָּ֣הוּ בֶן־אָמֹון֩ מֶ֨לֶךְ יְהוּדָ֜ה וְעַ֣ד׀ הַיֹּ֣ום הַזֶּ֗ה זֶ֚ה שָׁלֹ֤שׁ וְעֶשְׂרִים֙ שָׁנָ֔ה הָיָ֥ה דְבַר־יְהוָ֖ה אֵלָ֑י וָאֲדַבֵּ֧ר אֲלֵיכֶ֛ם אַשְׁכֵּ֥ים וְדַבֵּ֖ר וְלֹ֥א שְׁמַעְתֶּֽם׃ 
מני.בטן,מני,1,?,It is questionable whether בטן here qualifies this as a temporal phrase…,Isaiah 46:3,מִנִּי־בֶ֔טֶן ,784590,שִׁמְע֤וּ אֵלַי֙ בֵּ֣ית יַעֲקֹ֔ב וְכָל־שְׁאֵרִ֖ית בֵּ֣ית יִשְׂרָאֵ֑ל הַֽעֲמֻסִים֙ מִנִּי־בֶ֔טֶן הַנְּשֻׂאִ֖ים מִנִּי־רָֽחַם׃ 
מני.רחם,מני,1,?,"as with בטן in this verse, it is suspect whether this is truly a temporal phrase. Indeed it seems to refer to a time “before”…that may be in its favor. Investigate it.",Isaiah 46:3,מִנִּי־רָֽחַם׃ ,784593,שִׁמְע֤וּ אֵלַי֙ בֵּ֣ית יַעֲקֹ֔ב וְכָל־שְׁאֵרִ֖ית בֵּ֣ית יִשְׂרָאֵ֑ל הַֽעֲמֻסִים֙ מִנִּי־בֶ֔טֶן הַנְּשֻׂאִ֖ים מִנִּי־רָֽחַם׃ 
מספר.ה.ימים,ימים,1,g,,Ezekiel 4:4,מִסְפַּ֤ר הַיָּמִים֙ ,807643,וְאַתָּ֤ה שְׁכַב֙ עַל־צִדְּךָ֣ הַשְּׂמָאלִ֔י וְשַׂמְתָּ֛ אֶת־עֲוֹ֥ן בֵּֽית־יִשְׂרָאֵ֖ל עָלָ֑יו מִסְפַּ֤ר הַיָּמִים֙ אֲשֶׁ֣ר תִּשְׁכַּ֣ב עָלָ֔יו תִּשָּׂ֖א אֶת־עֲוֹנָֽם׃ 
מספר.ה.ימים.שׁלשׁ.מאות.ו.תשׁעים.יום,ימים,1,b,"The second יום should have been selected I believe, as is consistent with other coordinated quantification constructions.",Ezekiel 4:9,מִסְפַּ֨ר הַיָּמִ֜ים שְׁלֹשׁ־מֵאֹ֧ות וְתִשְׁעִ֛ים יֹ֖ום ,807706,וְאַתָּ֣ה קַח־לְךָ֡ חִטִּ֡ין וּ֠שְׂעֹרִים וּפֹ֨ול וַעֲדָשִׁ֜ים וְדֹ֣חַן וְכֻסְּמִ֗ים וְנָתַתָּ֤ה אֹותָם֙ בִּכְלִ֣י אֶחָ֔ד וְעָשִׂ֧יתָ אֹותָ֛ם לְךָ֖ לְלָ֑חֶם מִסְפַּ֨ר הַיָּמִ֜ים אֲשֶׁר־אַתָּ֣ה׀ שֹׁוכֵ֣ב עַֽל־צִדְּךָ֗ שְׁלֹשׁ־מֵאֹ֧ות וְתִשְׁעִ֛ים יֹ֖ום תֹּאכֲלֶֽנּוּ׃ 
מספר.ימי.חיו,ימי,1,g,,Ecclesiastes 5:17,מִסְפַּ֧ר יְמֵי־חַיָּ֛ו ,871095,הִנֵּ֞ה אֲשֶׁר־רָאִ֣יתִי אָ֗נִי טֹ֣וב אֲשֶׁר־יָפֶ֣ה לֶֽאֶכֹול־וְ֠לִשְׁתֹּות וְלִרְאֹ֨ות טֹובָ֜ה בְּכָל־עֲמָלֹ֣ו׀ שֶׁיַּעֲמֹ֣ל תַּֽחַת־הַשֶּׁ֗מֶשׁ מִסְפַּ֧ר יְמֵי־חַיָּ֛ו אֲשֶׁר־נָֽתַן־לֹ֥ו הָאֱלֹהִ֖ים כִּי־ה֥וּא חֶלְקֹֽו׃ 
מספר.ימי.חייהם,ימי,1,g,,Ecclesiastes 2:3,מִסְפַּ֖ר יְמֵ֥י חַיֵּיהֶֽם׃ ,870115,תַּ֣רְתִּי בְלִבִּ֔י לִמְשֹׁ֥וךְ בַּיַּ֖יִן אֶת־בְּשָׂרִ֑י וְלִבִּ֞י נֹהֵ֤ג בַּֽחָכְמָה֙ וְלֶאֱחֹ֣ז בְּסִכְל֔וּת עַ֣ד אֲשֶׁר־אֶרְאֶ֗ה אֵי־זֶ֨ה טֹ֜וב לִבְנֵ֤י הָאָדָם֙ אֲשֶׁ֤ר יַעֲשׂוּ֙ תַּ֣חַת הַשָּׁמַ֔יִם מִסְפַּ֖ר יְמֵ֥י חַיֵּיהֶֽם׃ 
נצח,נצח,2,g,,Psalms 16:11,נֶֽצַח׃ ,836658,תֹּֽודִיעֵנִי֮ אֹ֤רַח חַ֫יִּ֥ים שֹׂ֣בַע שְׂ֭מָחֹות אֶת־פָּנֶ֑יךָ נְעִמֹ֖ות בִּימִינְךָ֣ נֶֽצַח׃ 
עד.אור.ה.בקר,עד,1,g,,2_Samuel 17:22,עַד־אֹ֣ור הַבֹּ֗קֶר ,750272,וַיָּ֣קָם דָּוִ֗ד וְכָל־הָעָם֙ אֲשֶׁ֣ר אִתֹּ֔ו וַיַּעַבְר֖וּ אֶת־הַיַּרְדֵּ֑ן עַד־אֹ֣ור הַבֹּ֗קֶר עַד־אַחַד֙ לֹ֣א נֶעְדָּ֔ר אֲשֶׁ֥ר לֹא־עָבַ֖ר אֶת־הַיַּרְדֵּֽן׃ 
עד.אחר.ה.שׁבת,עד,1,g,,Nehemiah 13:19,עַ֖ד אַחַ֣ר הַשַּׁבָּ֑ת ,887253,וַיְהִ֡י כַּאֲשֶׁ֣ר צָֽלֲלוּ֩ שַׁעֲרֵ֨י יְרוּשָׁלִַ֜ם לִפְנֵ֣י הַשַּׁבָּ֗ת וָאֹֽמְרָה֙ וַיִּסָּגְר֣וּ הַדְּלָתֹ֔ות וָאֹ֣מְרָ֔ה אֲשֶׁר֙ לֹ֣א יִפְתָּח֔וּם עַ֖ד אַחַ֣ר הַשַּׁבָּ֑ת וּמִנְּעָרַ֗י הֶֽעֱמַ֨דְתִּי֙ עַל־הַשְּׁעָרִ֔ים לֹא־יָבֹ֥וא מַשָּׂ֖א בְּיֹ֥ום הַשַּׁבָּֽת׃ 
עד.אלה,עד,1,g,,Leviticus 26:18,עַד־אֵ֔לֶּה ,691616,וְאִ֨ם־עַד־אֵ֔לֶּה לֹ֥א תִשְׁמְע֖וּ לִ֑י וְיָסַפְתִּי֙ לְיַסְּרָ֣ה אֶתְכֶ֔ם שֶׁ֖בַע עַל־חַטֹּאתֵיכֶֽם׃ 
עד.אן,עד,1,g,,Job 8:2,עַד־אָ֥ן ,854547,עַד־אָ֥ן תְּמַלֶּל־אֵ֑לֶּה וְר֥וּחַ כַּ֝בִּיר אִמְרֵי־פִֽיךָ׃ 
עד.אנה,עד,13,g,,Psalms 13:3,עַד־אָ֓נָה׀ ,836428,עַד־אָ֨נָה אָשִׁ֪ית עֵצֹ֡ות בְּנַפְשִׁ֗י יָגֹ֣ון בִּלְבָבִ֣י יֹומָ֑ם עַד־אָ֓נָה׀ יָר֖וּם אֹיְבִ֣י עָלָֽי׃ 
עד.ארבעה.עשׂר.יום,עד,1,g,,Exodus 12:6,עַ֣ד אַרְבָּעָ֥ה עָשָׂ֛ר יֹ֖ום ,673175,וְהָיָ֤ה לָכֶם֙ לְמִשְׁמֶ֔רֶת עַ֣ד אַרְבָּעָ֥ה עָשָׂ֛ר יֹ֖ום לַחֹ֣דֶשׁ הַזֶּ֑ה וְשָׁחֲט֣וּ אֹתֹ֗ו כֹּ֛ל קְהַ֥ל עֲדַֽת־יִשְׂרָאֵ֖ל בֵּ֥ין הָעַרְבָּֽיִם׃ 
עד.בלתי.שׁמים,עד,1,g,,Job 14:12,עַד־בִּלְתִּ֣י שָׁ֭מַיִם ,855785,וְאִ֥ישׁ שָׁכַ֗ב וְֽלֹא־יָ֫ק֥וּם עַד־בִּלְתִּ֣י שָׁ֭מַיִם לֹ֣א יָקִ֑יצוּ וְלֹֽא־יֵ֝עֹ֗רוּ מִשְּׁנָתָֽם׃ 
עד.בקר,עד,11,g,,Numbers 9:12,עַד־בֹּ֔קֶר ,695011,לֹֽא־יַשְׁאִ֤ירוּ מִמֶּ֨נּוּ֙ עַד־בֹּ֔קֶר וְעֶ֖צֶם לֹ֣א יִשְׁבְּרוּ־בֹ֑ו כְּכָל־חֻקַּ֥ת הַפֶּ֖סַח יַעֲשׂ֥וּ אֹתֹֽו׃ 
עד.דור.ו.דור,עד,2,g,,Jeremiah 50:39,עַד־דֹּ֥ור וָדֹֽור׃ ,805550,לָכֵ֗ן יֵשְׁב֤וּ צִיִּים֙ אֶת־אִיִּ֔ים וְיָ֥שְׁבוּ בָ֖הּ בְּנֹ֣ות יַֽעֲנָ֑ה וְלֹֽא־תֵשֵׁ֥ב עֹוד֙ לָנֶ֔צַח וְלֹ֥א תִשְׁכֹּ֖ון עַד־דֹּ֥ור וָדֹֽור׃ 
עד.ה.אור,עד,1,g,,Judges 19:26,עַד־הָאֹֽור׃ ,730597,וַתָּבֹ֥א הָאִשָּׁ֖ה לִפְנֹ֣ות הַבֹּ֑קֶר וַתִּפֹּ֞ל פֶּ֧תַח בֵּית־הָאִ֛ישׁ אֲשֶׁר־אֲדֹונֶ֥יהָ שָּׁ֖ם עַד־הָאֹֽור׃ 
עד.ה.בקר,עד,11,g,,Proverbs 7:18,עַד־הַבֹּ֑קֶר ,862620,לְכָ֤ה נִרְוֶ֣ה דֹ֭דִים עַד־הַבֹּ֑קֶר נִ֝תְעַלְּסָ֗ה בָּאֳהָבִֽים׃ 
עד.ה.חדשׁ.ה.עשׂירי,עד,1,g,,Genesis 8:5,עַ֖ד הַחֹ֣דֶשׁ הָֽעֲשִׂירִ֑י ,653564,וְהַמַּ֗יִם הָיוּ֙ הָלֹ֣וךְ וְחָסֹ֔ור עַ֖ד הַחֹ֣דֶשׁ הָֽעֲשִׂירִ֑י בָּֽעֲשִׂירִי֙ בְּאֶחָ֣ד לַחֹ֔דֶשׁ נִרְא֖וּ רָאשֵׁ֥י הֶֽהָרִֽים׃ 
עד.ה.יום,עד,8,g,,2_Kings 10:27,עַד־הַיֹּֽום׃ ,768712,וַֽיִּתְּצ֔וּ אֵ֖ת מַצְּבַ֣ת הַבָּ֑עַל וַֽיִּתְּצוּ֙ אֶת־בֵּ֣ית הַבַּ֔עַל וַיְשִׂמֻ֥הוּ לְמֹֽוצָאֹ֖ות עַד־הַיֹּֽום׃ 
עד.ה.יום.ה.הוא,עד,2,g,,Judges 18:1,עַד־הַיֹּ֥ום הַה֛וּא ,729699,בַּיָּמִ֣ים הָהֵ֔ם אֵ֥ין מֶ֖לֶךְ בְּיִשְׂרָאֵ֑ל וּבַיָּמִ֣ים הָהֵ֗ם שֵׁ֣בֶט הַדָּנִ֞י מְבַקֶּשׁ־לֹ֤ו נַֽחֲלָה֙ לָשֶׁ֔בֶת כִּי֩ לֹֽא־נָ֨פְלָה לֹּ֜ו עַד־הַיֹּ֥ום הַה֛וּא בְּתֹוךְ־שִׁבְטֵ֥י יִשְׂרָאֵ֖ל בְּנַחֲלָֽה׃ ס 
עד.ה.יום.ה.זה,עד,73,g,,Deuteronomy 10:8,עַ֖ד הַיֹּ֥ום הַזֶּֽה׃ ,707800,בָּעֵ֣ת הַהִ֗וא הִבְדִּ֤יל יְהוָה֙ אֶת־שֵׁ֣בֶט הַלֵּוִ֔י לָשֵׂ֖את אֶת־אֲרֹ֣ון בְּרִית־יְהוָ֑ה לַעֲמֹד֩ לִפְנֵ֨י יְהוָ֤ה לְשָֽׁרְתֹו֙ וּלְבָרֵ֣ךְ בִּשְׁמֹ֔ו עַ֖ד הַיֹּ֥ום הַזֶּֽה׃ 
עד.ה.יום.מוסד.בית.יהוה,עד,1,g,,2_Chronicles 8:16,עַד־הַיֹּ֛ום מוּסַ֥ד בֵּית־יְהוָ֖ה ,896693,וַתִּכֹּן֙ כָּל־מְלֶ֣אכֶת שְׁלֹמֹ֔ה עַד־הַיֹּ֛ום מוּסַ֥ד בֵּית־יְהוָ֖ה וְעַד־כְּלֹתֹ֑ו שָׁלֵ֖ם בֵּ֥ית יְהוָֽה׃ ס 
עד.ה.ימים.ה.הם,עד,1,g,,1_Kings 3:2,עַ֖ד הַיָּמִ֥ים הָהֵֽם׃ פ ,754811,רַ֣ק הָעָ֔ם מְזַבְּחִ֖ים בַּבָּמֹ֑ות כִּ֠י לֹא־נִבְנָ֥ה בַ֨יִת֙ לְשֵׁ֣ם יְהוָ֔ה עַ֖ד הַיָּמִ֥ים הָהֵֽם׃ פ 
עד.ה.ימים.ה.המה,עד,1,g,,2_Kings 18:4,עַד־הַיָּמִ֤ים הָהֵ֨מָּה֙ ,771242,ה֣וּא׀ הֵסִ֣יר אֶת־הַבָּמֹ֗ות וְשִׁבַּר֙ אֶת־הַמַּצֵּבֹ֔ת וְכָרַ֖ת אֶת־הָֽאֲשֵׁרָ֑ה וְכִתַּת֩ נְחַ֨שׁ הַנְּחֹ֜שֶׁת אֲשֶׁר־עָשָׂ֣ה מֹשֶׁ֗ה כִּ֣י עַד־הַיָּמִ֤ים הָהֵ֨מָּה֙ הָי֤וּ בְנֵֽי־יִשְׂרָאֵל֙ מְקַטְּרִ֣ים לֹ֔ו וַיִּקְרָא־לֹ֖ו נְחֻשְׁתָּֽן׃ 
עד.ה.עולם,עד,1,g,,1_Chronicles 17:14,עַד־הָעֹולָ֑ם ,891591,וְהַֽעֲמַדְתִּ֛יהוּ בְּבֵיתִ֥י וּבְמַלְכוּתִ֖י עַד־הָעֹולָ֑ם וְכִסְאֹ֕ו יִהְיֶ֥ה נָכֹ֖ון עַד־עֹולָֽם׃ 
עד.ה.ערב,עד,42,g,,Leviticus 15:10,עַד־הָעָ֑רֶב ,687595,וְכָל־הַנֹּגֵ֗עַ בְּכֹל֙ אֲשֶׁ֣ר יִהְיֶ֣ה תַחְתָּ֔יו יִטְמָ֖א עַד־הָעָ֑רֶב וְהַנֹּושֵׂ֣א אֹותָ֔ם יְכַבֵּ֧ס בְּגָדָ֛יו וְרָחַ֥ץ בַּמַּ֖יִם וְטָמֵ֥א עַד־הָעָֽרֶב׃ 
עד.ה.ערב.ה.שׁלשׁית,עד,1,g,,1_Samuel 20:5,עַ֖ד הָעֶ֥רֶב הַשְּׁלִשִֽׁית׃ ,739294,וַיֹּ֨אמֶר דָּוִ֜ד אֶל־יְהֹונָתָ֗ן הִֽנֵּה־חֹ֨דֶשׁ֙ מָחָ֔ר וְאָנֹכִ֛י יָשֹׁב־אֵשֵׁ֥ב עִם־הַמֶּ֖לֶךְ לֶאֱכֹ֑ול וְשִׁלַּחְתַּ֨נִי֙ וְנִסְתַּרְתִּ֣י בַשָּׂדֶ֔ה עַ֖ד הָעֶ֥רֶב הַשְּׁלִשִֽׁית׃ 
עד.ה.עת.ה.היא,עד,1,g,,Daniel 12:1,עַ֖ד הָעֵ֣ת הַהִ֑יא ,881154,וּבָעֵ֣ת הַהִיא֩ יַעֲמֹ֨ד מִֽיכָאֵ֜ל הַשַּׂ֣ר הַגָּדֹ֗ול הָעֹמֵד֮ עַל־בְּנֵ֣י עַמֶּךָ֒ וְהָיְתָה֙ עֵ֣ת צָרָ֔ה אֲשֶׁ֤ר לֹֽא־נִהְיְתָה֙ מִֽהְיֹ֣ות גֹּ֔וי עַ֖ד הָעֵ֣ת הַהִ֑יא וּבָעֵ֤ת הַהִיא֙ יִמָּלֵ֣ט עַמְּךָ֔ כָּל־הַנִּמְצָ֖א כָּת֥וּב בַּסֵּֽפֶר׃ 
עד.ה.צהרים,עד,1,g,,2_Kings 4:20,עַד־הַֽצָּהֳרַ֖יִם ,765487,וַיִּשָּׂאֵ֔הוּ וַיְבִיאֵ֖הוּ אֶל־אִמֹּ֑ו וַיֵּ֧שֶׁב עַל־בִּרְכֶּ֛יהָ עַד־הַֽצָּהֳרַ֖יִם וַיָּמֹֽת׃ 
עד.ה.שׁנה.ה.תשׁיעת,עד,1,g,,Leviticus 25:22,עַ֣ד׀ הַשָּׁנָ֣ה הַתְּשִׁיעִ֗ת ,691009,וּזְרַעְתֶּ֗ם אֵ֚ת הַשָּׁנָ֣ה הַשְּׁמִינִ֔ת וַאֲכַלְתֶּ֖ם מִן־הַתְּבוּאָ֣ה יָשָׁ֑ן עַ֣ד׀ הַשָּׁנָ֣ה הַתְּשִׁיעִ֗ת עַד־בֹּוא֙ תְּב֣וּאָתָ֔הּ תֹּאכְל֖וּ יָשָֽׁן׃ 
עד.הנה,עד,6,g,,Psalms 71:17,עַד־הֵ֝֗נָּה ,843565,אֱֽלֹהִ֗ים לִמַּדְתַּ֥נִי מִנְּעוּרָ֑י וְעַד־הֵ֝֗נָּה אַגִּ֥יד נִפְלְאֹותֶֽיךָ׃ 
עד.זקנה,עד,1,g,,Isaiah 46:4,עַד־זִקְנָה֙ ,784595,וְעַד־זִקְנָה֙ אֲנִ֣י ה֔וּא וְעַד־שֵיבָ֖ה אֲנִ֣י אֶסְבֹּ֑ל אֲנִ֤י עָשִׂ֨יתִי֙ וַאֲנִ֣י אֶשָּׂ֔א וַאֲנִ֥י אֶסְבֹּ֖ל וַאֲמַלֵּֽט׃ ס 
עד.חדשׁ.ימים,עד,1,g,,Numbers 11:20,עַ֣ד׀ חֹ֣דֶשׁ יָמִ֗ים ,695750,עַ֣ד׀ חֹ֣דֶשׁ יָמִ֗ים עַ֤ד אֲשֶׁר־יֵצֵא֙ מֵֽאַפְּכֶ֔ם וְהָיָ֥ה לָכֶ֖ם לְזָרָ֑א יַ֗עַן כִּֽי־מְאַסְתֶּ֤ם אֶת־יְהוָה֙ אֲשֶׁ֣ר בְּקִרְבְּכֶ֔ם וַתִּבְכּ֤וּ לְפָנָיו֙ לֵאמֹ֔ר לָ֥מָּה זֶּ֖ה יָצָ֥אנוּ מִמִּצְרָֽיִם׃ 
עד.חצי.ה.לילה,עד,1,g,,Judges 16:3,עַד־חֲצִ֣י הַלַּיְלָה֒ ,728979,וַיִּשְׁכַּ֣ב שִׁמְשֹׁון֮ עַד־חֲצִ֣י הַלַּיְלָה֒ וַיָּ֣קָם׀ בַּחֲצִ֣י הַלַּ֗יְלָה וַיֶּאֱחֹ֞ז בְּדַלְתֹ֤ות שַֽׁעַר־הָעִיר֙ וּבִשְׁתֵּ֣י הַמְּזוּזֹ֔ות וַיִּסָּעֵם֙ עִֽם־הַבְּרִ֔יחַ וַיָּ֖שֶׂם עַל־כְּתֵפָ֑יו וַֽיַּעֲלֵם֙ אֶל־רֹ֣אשׁ הָהָ֔ר אֲשֶׁ֖ר עַל־פְּנֵ֥י חֶבְרֹֽון׃ פ 
עד.יום,עד,7,g,,Exodus 40:37,עַד־יֹ֖ום ,682747,וְאִם־לֹ֥א יֵעָלֶ֖ה הֶעָנָ֑ן וְלֹ֣א יִסְע֔וּ עַד־יֹ֖ום הֵעָלֹתֹֽו׃ 
עד.יום.אחד.ל.ה.חדשׁ.ה.ראשׁון,עד,1,?,I’m not sure anymore whether the L in the B…L construction should be considered as “goverened” and not coordinated somehow.,Ezra 10:17,עַ֛ד יֹ֥ום אֶחָ֖ד לַחֹ֥דֶשׁ הָרִאשֹֽׁון׃ פ ,883595,וַיְכַלּ֣וּ בַכֹּ֔ל אֲנָשִׁ֕ים הַהֹשִׁ֖יבוּ נָשִׁ֣ים נָכְרִיֹּ֑ות עַ֛ד יֹ֥ום אֶחָ֖ד לַחֹ֥דֶשׁ הָרִאשֹֽׁון׃ פ 
עד.יום.ה.אחד.ו.עשׂרים,עד,1,g,,Exodus 12:18,עַ֠ד יֹ֣ום הָאֶחָ֧ד וְעֶשְׂרִ֛ים ,673343,בָּרִאשֹׁ֡ן בְּאַרְבָּעָה֩ עָשָׂ֨ר יֹ֤ום לַחֹ֨דֶשׁ֙ בָּעֶ֔רֶב תֹּאכְל֖וּ מַצֹּ֑ת עַ֠ד יֹ֣ום הָאֶחָ֧ד וְעֶשְׂרִ֛ים לַחֹ֖דֶשׁ בָּעָֽרֶב׃ 
עד.יום.ה.שׁלישׁי,עד,1,g,,Leviticus 19:6,עַד־יֹ֣ום הַשְּׁלִישִׁ֔י ,688878,בְּיֹ֧ום זִבְחֲכֶ֛ם יֵאָכֵ֖ל וּמִֽמָּחֳרָ֑ת וְהַנֹּותָר֙ עַד־יֹ֣ום הַשְּׁלִישִׁ֔י בָּאֵ֖שׁ יִשָּׂרֵֽף׃ 
עד.יום.מותה,עד,1,g,,2_Samuel 6:23,עַ֖ד יֹ֥ום מֹותָֽהּ׃ פ ,745856,וּלְמִיכַל֙ בַּת־שָׁא֔וּל לֹֽא־הָ֥יָה לָ֖הּ יָ֑לֶד עַ֖ד יֹ֥ום מֹותָֽהּ׃ פ 
