,cl_node,ref,target_ph,xphrase_function,verse_text,cl_text
1553,466693,2_Kings 13:20,גְדוּדֵ֥י מֹואָ֛ב ,Subj,וַיָּ֥מָת אֱלִישָׁ֖ע וַֽיִּקְבְּרֻ֑הוּ וּגְדוּדֵ֥י מֹואָ֛ב יָבֹ֥אוּ בָאָ֖רֶץ בָּ֥א שָׁנָֽה׃ ,וּגְדוּדֵ֥י מֹואָ֛ב יָבֹ֥אוּ בָאָ֖רֶץ 
931,446508,Deuteronomy 14:8,מִבְּשָׂרָם֙ ,Cmpl,וְאֶת־הַ֠חֲזִיר כִּֽי־מַפְרִ֨יס פַּרְסָ֥ה הוּא֙ וְלֹ֣א גֵרָ֔ה טָמֵ֥א ה֖וּא לָכֶ֑ם מִבְּשָׂרָם֙ לֹ֣א תֹאכֵ֔לוּ וּבְנִבְלָתָ֖ם לֹ֥א תִגָּֽעוּ׃ ס ,מִבְּשָׂרָם֙ לֹ֣א תֹאכֵ֔לוּ 
639,440595,Leviticus 25:37,אֶ֨ת־כַּסְפְּךָ֔ ,Objc,אֶ֨ת־כַּסְפְּךָ֔ לֹֽא־תִתֵּ֥ן לֹ֖ו בְּנֶ֑שֶׁךְ וּבְמַרְבִּ֖ית לֹא־תִתֵּ֥ן אָכְלֶֽךָ׃ ,אֶ֨ת־כַּסְפְּךָ֔ לֹֽא־תִתֵּ֥ן לֹ֖ו בְּנֶ֑שֶׁךְ 
2052,473324,Isaiah 60:19,לְנֹ֕גַהּ ,Adju,לֹא־יִֽהְיֶה־לָּ֨ךְ עֹ֤וד הַשֶּׁ֨מֶשׁ֙ לְאֹ֣ור יֹומָ֔ם וּלְנֹ֕גַהּ הַיָּרֵ֖חַ לֹא־יָאִ֣יר לָ֑ךְ וְהָיָה־לָ֤ךְ יְהוָה֙ לְאֹ֣ור עֹולָ֔ם וֵאלֹהַ֖יִךְ לְתִפְאַרְתֵּֽךְ׃ ,וּלְנֹ֕גַהּ הַיָּרֵ֖חַ לֹא־יָאִ֣יר לָ֑ךְ 
2505,481839,Ezekiel 18:12,אֶל־הַגִּלּוּלִים֙ ,Cmpl,עָנִ֤י וְאֶבְיֹון֙ הֹונָ֔ה גְּזֵלֹ֣ות גָּזָ֔ל חֲבֹ֖ל לֹ֣א יָשִׁ֑יב וְאֶל־הַגִּלּוּלִים֙ נָשָׂ֣א עֵינָ֔יו תֹּועֵבָ֖ה עָשָֽׂה׃ ,וְאֶל־הַגִּלּוּלִים֙ נָשָׂ֣א עֵינָ֔יו 
2545,482339,Ezekiel 21:24,מֵאֶ֥רֶץ אֶחָ֖ד ,Cmpl,וְאַתָּ֨ה בֶן־אָדָ֜ם שִׂים־לְךָ֣׀ שְׁנַ֣יִם דְּרָכִ֗ים לָבֹוא֙ חֶ֣רֶב מֶֽלֶךְ־בָּבֶ֔ל מֵאֶ֥רֶץ אֶחָ֖ד יֵצְא֣וּ שְׁנֵיהֶ֑ם וְיָ֣ד בָּרֵ֔א בְּרֹ֥אשׁ דֶּֽרֶךְ־עִ֖יר בָּרֵֽא׃ ,מֵאֶ֥רֶץ אֶחָ֖ד יֵצְא֣וּ שְׁנֵיהֶ֑ם 
265,435799,Exodus 21:8,לְעַ֥ם נָכְרִ֛י ,Cmpl,אִם־רָעָ֞ה בְּעֵינֵ֧י אֲדֹנֶ֛יהָ אֲשֶׁר־לֹ֥ו יְעָדָ֖הּ וְהֶפְדָּ֑הּ לְעַ֥ם נָכְרִ֛י לֹא־יִמְשֹׁ֥ל לְמָכְרָ֖הּ בְּבִגְדֹו־בָֽהּ׃ ,לְעַ֥ם נָכְרִ֛י לֹא־יִמְשֹׁ֥ל 
4479,508722,Nehemiah 3:2,עַל־יָדֹ֣ו ,Loca,וְעַל־יָדֹ֥ו בָנ֖וּ אַנְשֵׁ֣י יְרֵחֹ֑ו ס וְעַל־יָדֹ֣ו בָנָ֔ה זַכּ֖וּר בֶּן־אִמְרִֽי׃ ס ,וְעַל־יָדֹ֣ו בָנָ֔ה זַכּ֖וּר בֶּן־אִמְרִֽי׃ ס 
1445,462791,1_Kings 11:32,הַשֵּׁ֥בֶט הָאֶחָ֖ד ,Subj,וְהַשֵּׁ֥בֶט הָאֶחָ֖ד יִֽהְיֶה־לֹּ֑ו לְמַ֣עַן׀ עַבְדִּ֣י דָוִ֗ד וּלְמַ֨עַן֙ יְר֣וּשָׁלִַ֔ם הָעִיר֙ אֲשֶׁ֣ר בָּחַ֣רְתִּי בָ֔הּ מִכֹּ֖ל שִׁבְטֵ֥י יִשְׂרָאֵֽל׃ ,וְהַשֵּׁ֥בֶט הָאֶחָ֖ד יִֽהְיֶה־לֹּ֑ו לְמַ֣עַן׀ עַבְדִּ֣י דָוִ֗ד וּלְמַ֨עַן֙ יְר֣וּשָׁלִַ֔ם הָעִיר֙ 
4597,512249,1_Chronicles 29:2,כְכָל־כֹּחִ֞י ,Adju,וּֽכְכָל־כֹּחִ֞י הֲכִינֹ֣ותִי לְבֵית־אֱלֹהַ֗י הַזָּהָ֣ב׀ לַ֠זָּהָב וְהַכֶּ֨סֶף לַכֶּ֜סֶף וְהַנְּחֹ֣שֶׁת לַנְּחֹ֗שֶׁת הַבַּרְזֶל֙ לַבַּרְזֶ֔ל וְהָעֵצִ֖ים לָעֵצִ֑ים אַבְנֵי־שֹׁ֨הַם וּמִלּוּאִ֜ים אַבְנֵי־פ֣וּךְ וְרִקְמָ֗ה וְכֹ֨ל אֶ֧בֶן יְקָרָ֛ה וְאַבְנֵי־שַׁ֖יִשׁ לָרֹֽב׃ ,וּֽכְכָל־כֹּחִ֞י הֲכִינֹ֣ותִי לְבֵית־אֱלֹהַ֗י הַזָּהָ֣ב׀ לַ֠זָּהָב 
2667,483823,Ezekiel 34:4,אֶת־הַנִּדַּ֨חַת֙ ,Objc,אֶֽת־הַנַּחְלֹות֩ לֹ֨א חִזַּקְתֶּ֜ם וְאֶת־הַחֹולָ֣ה לֹֽא־רִפֵּאתֶ֗ם וְלַנִּשְׁבֶּ֨רֶת֙ לֹ֣א חֲבַשְׁתֶּ֔ם וְאֶת־הַנִּדַּ֨חַת֙ לֹ֣א הֲשֵׁבֹתֶ֔ם וְאֶת־הָאֹבֶ֖דֶת לֹ֣א בִקַּשְׁתֶּ֑ם וּבְחָזְקָ֛ה רְדִיתֶ֥ם אֹתָ֖ם וּבְפָֽרֶךְ׃ ,וְאֶת־הַנִּדַּ֨חַת֙ לֹ֣א הֲשֵׁבֹתֶ֔ם 
3670,498256,Job 11:7,חֵ֣קֶר אֱלֹ֣והַ ,Objc,הַחֵ֣קֶר אֱלֹ֣והַ תִּמְצָ֑א אִ֤ם עַד־תַּכְלִ֖ית שַׁדַּ֣י תִּמְצָֽא׃ ,הַחֵ֣קֶר אֱלֹ֣והַ תִּמְצָ֑א 
1496,464269,1_Kings 20:32,עַבְדְּךָ֧ בֶן־הֲדַ֛ד ,Subj,וַיַּחְגְּרוּ֩ שַׂקִּ֨ים בְּמָתְנֵיהֶ֜ם וַחֲבָלִ֣ים בְּרָאשֵׁיהֶ֗ם וַיָּבֹ֨אוּ֙ אֶל־מֶ֣לֶךְ יִשְׂרָאֵ֔ל וַיֹּ֣אמְר֔וּ עַבְדְּךָ֧ בֶן־הֲדַ֛ד אָמַ֖ר תְּחִֽי־נָ֣א נַפְשִׁ֑י וַיֹּ֛אמֶר הַעֹודֶ֥נּוּ חַ֖י אָחִ֥י הֽוּא׃ ,עַבְדְּךָ֧ בֶן־הֲדַ֛ד אָמַ֖ר 
275,435889,Exodus 21:34,בַּ֤עַל הַבֹּור֙ ,Subj,בַּ֤עַל הַבֹּור֙ יְשַׁלֵּ֔ם כֶּ֖סֶף יָשִׁ֣יב לִבְעָלָ֑יו וְהַמֵּ֖ת יִֽהְיֶה־לֹּֽו׃ ס ,בַּ֤עַל הַבֹּור֙ יְשַׁלֵּ֔ם כֶּ֖סֶף 
2359,479656,Jeremiah 51:7,מִיֵּינָהּ֙ ,Cmpl,כֹּוס־זָהָ֤ב בָּבֶל֙ בְּיַד־יְהוָ֔ה מְשַׁכֶּ֖רֶת כָּל־הָאָ֑רֶץ מִיֵּינָהּ֙ שָׁת֣וּ גֹויִ֔ם עַל־כֵּ֖ן יִתְהֹלְל֥וּ גֹויִֽם׃ ,מִיֵּינָהּ֙ שָׁת֣וּ גֹויִ֔ם 
236,435192,Exodus 15:17,לְשִׁבְתְּךָ֛ ,Cmpl,תְּבִאֵ֗מֹו וְתִטָּעֵ֨מֹו֙ בְּהַ֣ר נַחֲלָֽתְךָ֔ מָכֹ֧ון לְשִׁבְתְּךָ֛ פָּעַ֖לְתָּ יְהוָ֑ה מִקְּדָ֕שׁ אֲדֹנָ֖י כֹּונְנ֥וּ יָדֶֽיךָ׃ ,לְשִׁבְתְּךָ֛ פָּעַ֖לְתָּ 
365,437232,Exodus 34:13,אֶת־מַצֵּבֹתָ֖ם ,Objc,כִּ֤י אֶת־מִזְבְּחֹתָם֙ תִּתֹּצ֔וּן וְאֶת־מַצֵּבֹתָ֖ם תְּשַׁבֵּר֑וּן וְאֶת־אֲשֵׁרָ֖יו תִּכְרֹתֽוּן׃ ,וְאֶת־מַצֵּבֹתָ֖ם תְּשַׁבֵּר֑וּן 
4358,505310,Esther 1:17,הַמֶּ֣לֶךְ אֲחַשְׁוֵרֹ֡ושׁ ,Subj,כִּֽי־יֵצֵ֤א דְבַר־הַמַּלְכָּה֙ עַל־כָּל־הַנָּשִׁ֔ים לְהַבְזֹ֥ות בַּעְלֵיהֶ֖ן בְּעֵינֵיהֶ֑ן בְּאָמְרָ֗ם הַמֶּ֣לֶךְ אֲחַשְׁוֵרֹ֡ושׁ אָמַ֞ר לְהָבִ֨יא אֶת־וַשְׁתִּ֧י הַמַּלְכָּ֛ה לְפָנָ֖יו וְלֹא־בָֽאָה׃ ,הַמֶּ֣לֶךְ אֲחַשְׁוֵרֹ֡ושׁ אָמַ֞ר 
2290,478007,Jeremiah 36:18,מִפִּיו֙ ,Adju,וַיֹּ֤אמֶר לָהֶם֙ בָּר֔וּךְ מִפִּיו֙ יִקְרָ֣א אֵלַ֔י אֵ֥ת כָּל־הַדְּבָרִ֖ים הָאֵ֑לֶּה וַאֲנִ֛י כֹּתֵ֥ב עַל־הַסֵּ֖פֶר בַּדְּיֹֽו׃ פ ,מִפִּיו֙ יִקְרָ֣א אֵלַ֔י אֵ֥ת כָּל־הַדְּבָרִ֖ים הָאֵ֑לֶּה 
797,443680,Numbers 24:4,מַחֲזֵ֤ה שַׁדַּי֙ ,Objc,נְאֻ֕ם שֹׁמֵ֖עַ אִמְרֵי־אֵ֑ל אֲשֶׁ֨ר מַחֲזֵ֤ה שַׁדַּי֙ יֶֽחֱזֶ֔ה נֹפֵ֖ל וּגְל֥וּי עֵינָֽיִם׃ ,אֲשֶׁ֨ר מַחֲזֵ֤ה שַׁדַּי֙ יֶֽחֱזֶ֔ה נֹפֵ֖ל וּגְל֥וּי עֵינָֽיִם׃ 
1160,453447,Judges 18:27,אֶת־הָעִ֖יר ,Objc,וְהֵ֨מָּה לָקְח֜וּ אֵ֧ת אֲשֶׁר־עָשָׂ֣ה מִיכָ֗ה וְֽאֶת־הַכֹּהֵן֮ אֲשֶׁ֣ר הָיָה־לֹו֒ וַיָּבֹ֣אוּ עַל־לַ֗יִשׁ עַל־עַם֙ שֹׁקֵ֣ט וּבֹטֵ֔חַ וַיַּכּ֥וּ אֹותָ֖ם לְפִי־חָ֑רֶב וְאֶת־הָעִ֖יר שָׂרְפ֥וּ בָאֵֽשׁ׃ ,וְאֶת־הָעִ֖יר שָׂרְפ֥וּ בָאֵֽשׁ׃ 
2771,485601,Hosea 2:6,אֶת־בָּנֶ֖יהָ ,Objc,וְאֶת־בָּנֶ֖יהָ לֹ֣א אֲרַחֵ֑ם כִּֽי־בְנֵ֥י זְנוּנִ֖ים הֵֽמָּה׃ ,וְאֶת־בָּנֶ֖יהָ לֹ֣א אֲרַחֵ֑ם 
4651,514083,2_Chronicles 21:3,אֶת־הַמַּמְלָכָ֛ה ,Objc,וַיִּתֵּ֣ן לָהֶ֣ם׀ אֲ֠בִיהֶם מַתָּנֹ֨ות רַבֹּ֜ות לְכֶ֤סֶף וּלְזָהָב֙ וּלְמִגְדָּנֹ֔ות עִם־עָרֵ֥י מְצֻרֹ֖ות בִּֽיהוּדָ֑ה וְאֶת־הַמַּמְלָכָ֛ה נָתַ֥ן לִֽיהֹורָ֖ם כִּי־ה֥וּא הַבְּכֹֽור׃ פ ,וְאֶת־הַמַּמְלָכָ֛ה נָתַ֥ן לִֽיהֹורָ֖ם 
4248,502779,Proverbs 31:14,מִ֝מֶּרְחָ֗ק ,Cmpl,הָ֭יְתָה כָּאֳנִיֹּ֣ות סֹוחֵ֑ר מִ֝מֶּרְחָ֗ק תָּבִ֥יא לַחְמָֽהּ׃ ,מִ֝מֶּרְחָ֗ק תָּבִ֥יא לַחְמָֽהּ׃ 
4218,502513,Proverbs 28:16,שֹׂ֥נֵא בֶ֝֗צַע ,Subj,נָגִ֗יד חֲסַ֣ר תְּ֭בוּנֹות וְרַ֥ב מַעֲשַׁקֹּ֑ות שֹׂ֥נֵא בֶ֝֗צַע יַאֲרִ֥יךְ יָמִֽים׃ פ ,שֹׂ֥נֵא בֶ֝֗צַע יַאֲרִ֥יךְ יָמִֽים׃ פ 
293,436051,Exodus 23:13,שֵׁ֨ם אֱלֹהִ֤ים אֲחֵרִים֙ ,Objc,וּבְכֹ֛ל אֲשֶׁר־אָמַ֥רְתִּי אֲלֵיכֶ֖ם תִּשָּׁמֵ֑רוּ וְשֵׁ֨ם אֱלֹהִ֤ים אֲחֵרִים֙ לֹ֣א תַזְכִּ֔ירוּ לֹ֥א יִשָּׁמַ֖ע עַל־פִּֽיךָ׃ ,וְשֵׁ֨ם אֱלֹהִ֤ים אֲחֵרִים֙ לֹ֣א תַזְכִּ֔ירוּ 
2125,474321,Jeremiah 4:25,כָל־עֹ֥וף הַשָּׁמַ֖יִם ,Subj,רָאִ֕יתִי וְהִנֵּ֖ה אֵ֣ין הָאָדָ֑ם וְכָל־עֹ֥וף הַשָּׁמַ֖יִם נָדָֽדוּ׃ ,וְכָל־עֹ֥וף הַשָּׁמַ֖יִם נָדָֽדוּ׃ 
72,428918,Genesis 17:17,בַת־תִּשְׁעִ֥ים שָׁנָ֖ה ,Subj,וַיִּפֹּ֧ל אַבְרָהָ֛ם עַל־פָּנָ֖יו וַיִּצְחָ֑ק וַיֹּ֣אמֶר בְּלִבֹּ֗ו הַלְּבֶ֤ן מֵאָֽה־שָׁנָה֙ יִוָּלֵ֔ד וְאִ֨ם־שָׂרָ֔ה הֲבַת־תִּשְׁעִ֥ים שָׁנָ֖ה תֵּלֵֽד׃ ,הֲבַת־תִּשְׁעִ֥ים שָׁנָ֖ה תֵּלֵֽד׃ 
1107,451335,Judges 3:6,אֶת־בְּנֹותֵיהֶ֖ם ,Objc,וַיִּקְח֨וּ אֶת־בְּנֹותֵיהֶ֤ם לָהֶם֙ לְנָשִׁ֔ים וְאֶת־בְּנֹותֵיהֶ֖ם נָתְנ֣וּ לִבְנֵיהֶ֑ם וַיַּעַבְד֖וּ אֶת־אֱלֹהֵיהֶֽם׃ פ ,וְאֶת־בְּנֹותֵיהֶ֖ם נָתְנ֣וּ לִבְנֵיהֶ֑ם 
2024,473108,Isaiah 58:8,כְּבֹ֥וד יְהוָ֖ה ,Subj,אָ֣ז יִבָּקַ֤ע כַּשַּׁ֨חַר֙ אֹורֶ֔ךָ וַאֲרֻכָתְךָ֖ מְהֵרָ֣ה תִצְמָ֑ח וְהָלַ֤ךְ לְפָנֶ֨יךָ֙ צִדְקֶ֔ךָ כְּבֹ֥וד יְהוָ֖ה יַאַסְפֶֽךָ׃ ,כְּבֹ֥וד יְהוָ֖ה יַאַסְפֶֽךָ׃ 
961,446911,Deuteronomy 19:2,שָׁלֹ֥ושׁ עָרִ֖ים ,Objc,שָׁלֹ֥ושׁ עָרִ֖ים תַּבְדִּ֣יל לָ֑ךְ בְּתֹ֣וךְ אַרְצְךָ֔ אֲשֶׁר֙ יְהוָ֣ה אֱלֹהֶ֔יךָ נֹתֵ֥ן לְךָ֖ לְרִשְׁתָּֽהּ׃ ,שָׁלֹ֥ושׁ עָרִ֖ים תַּבְדִּ֣יל לָ֑ךְ בְּתֹ֣וךְ אַרְצְךָ֔ 
533,439778,Leviticus 18:20,אֶל־אֵ֨שֶׁת֙ עֲמִֽיתְךָ֔ ,Cmpl,וְאֶל־אֵ֨שֶׁת֙ עֲמִֽיתְךָ֔ לֹא־תִתֵּ֥ן שְׁכָבְתְּךָ֖ לְזָ֑רַע לְטָמְאָה־בָֽהּ׃ ,וְאֶל־אֵ֨שֶׁת֙ עֲמִֽיתְךָ֔ לֹא־תִתֵּ֥ן שְׁכָבְתְּךָ֖ לְזָ֑רַע 
2264,477256,Jeremiah 30:23,עַ֛ל רֹ֥אשׁ רְשָׁעִ֖ים ,Cmpl,הִנֵּ֣ה׀ סַעֲרַ֣ת יְהוָ֗ה חֵמָה֙ יָֽצְאָ֔ה סַ֖עַר מִתְגֹּורֵ֑ר עַ֛ל רֹ֥אשׁ רְשָׁעִ֖ים יָחֽוּל׃ ,עַ֛ל רֹ֥אשׁ רְשָׁעִ֖ים יָחֽוּל׃ 
3000,489318,Zechariah 6:7,הָאֲמֻצִּ֣ים ,Subj,וְהָאֲמֻצִּ֣ים יָצְא֗וּ וַיְבַקְשׁוּ֙ לָלֶ֨כֶת֙ לְהִתְהַלֵּ֣ך בָּאָ֔רֶץ וַיֹּ֕אמֶר לְכ֖וּ הִתְהַלְּכ֣וּ בָאָ֑רֶץ וַתִּתְהַלַּ֖כְנָה בָּאָֽרֶץ׃ ,וְהָאֲמֻצִּ֣ים יָצְא֗וּ 
2349,479443,Jeremiah 50:7,כָּל־מֹוצְאֵיהֶ֣ם ,Subj,כָּל־מֹוצְאֵיהֶ֣ם אֲכָל֔וּם וְצָרֵיהֶ֥ם אָמְר֖וּ לֹ֣א נֶאְשָׁ֑ם תַּ֗חַת אֲשֶׁ֨ר חָטְא֤וּ לַֽיהוָה֙ נְוֵה־צֶ֔דֶק וּמִקְוֵ֥ה אֲבֹֽותֵיהֶ֖ם יְהוָֽה׃ ס ,כָּל־מֹוצְאֵיהֶ֣ם אֲכָל֔וּם 
3849,499600,Job 31:37,כְּמֹו־נָ֝גִ֗יד ,Adju,מִסְפַּ֣ר צְ֭עָדַי אַגִּידֶ֑נּוּ כְּמֹו־נָ֝גִ֗יד אֲקָרֲבֶֽנּוּ׃ ,כְּמֹו־נָ֝גִ֗יד אֲקָרֲבֶֽנּוּ׃ 
182,433764,Exodus 3:7,אֶת־צַעֲקָתָ֤ם ,Objc,וַיֹּ֣אמֶר יְהוָ֔ה רָאֹ֥ה רָאִ֛יתִי אֶת־עֳנִ֥י עַמִּ֖י אֲשֶׁ֣ר בְּמִצְרָ֑יִם וְאֶת־צַעֲקָתָ֤ם שָׁמַ֨עְתִּי֙ מִפְּנֵ֣י נֹֽגְשָׂ֔יו כִּ֥י יָדַ֖עְתִּי אֶת־מַכְאֹבָֽיו׃ ,וְאֶת־צַעֲקָתָ֤ם שָׁמַ֨עְתִּי֙ מִפְּנֵ֣י נֹֽגְשָׂ֔יו 
3976,500728,Proverbs 4:26,כָל־דְּרָכֶ֥יךָ ,Subj,פַּ֭לֵּס מַעְגַּ֣ל רַגְלֶ֑ךָ וְֽכָל־דְּרָכֶ֥יךָ יִכֹּֽנוּ׃ ,וְֽכָל־דְּרָכֶ֥יךָ יִכֹּֽנוּ׃ 
103,430395,Genesis 27:37,אֶת־כָּל־אֶחָ֗יו ,Objc,וַיַּ֨עַן יִצְחָ֜ק וַיֹּ֣אמֶר לְעֵשָׂ֗ו הֵ֣ן גְּבִ֞יר שַׂמְתִּ֥יו לָךְ֙ וְאֶת־כָּל־אֶחָ֗יו נָתַ֤תִּי לֹו֙ לַעֲבָדִ֔ים וְדָגָ֥ן וְתִירֹ֖שׁ סְמַכְתִּ֑יו וּלְכָ֣ה אֵפֹ֔וא מָ֥ה אֶֽעֱשֶׂ֖ה בְּנִֽי׃ ,וְאֶת־כָּל־אֶחָ֗יו נָתַ֤תִּי לֹו֙ לַעֲבָדִ֔ים 
568,440044,Leviticus 20:23,אֶת־כָּל־אֵ֨לֶּה֙ ,Objc,וְלֹ֤א תֵֽלְכוּ֙ בְּחֻקֹּ֣ת הַגֹּ֔וי אֲשֶׁר־אֲנִ֥י מְשַׁלֵּ֖חַ מִפְּנֵיכֶ֑ם כִּ֤י אֶת־כָּל־אֵ֨לֶּה֙ עָשׂ֔וּ וָאָקֻ֖ץ בָּֽם׃ ,כִּ֤י אֶת־כָּל־אֵ֨לֶּה֙ עָשׂ֔וּ 
4156,501962,Proverbs 21:20,כְסִ֖יל אָדָ֣ם ,Subj,אֹוצָ֤ר׀ נֶחְמָ֣ד וָ֭שֶׁמֶן בִּנְוֵ֣ה חָכָ֑ם וּכְסִ֖יל אָדָ֣ם יְבַלְּעֶֽנּוּ׃ ,וּכְסִ֖יל אָדָ֣ם יְבַלְּעֶֽנּוּ׃ 
22,427864,Genesis 3:22,הָֽאָדָם֙ ,Subj,וַיֹּ֣אמֶר׀ יְהוָ֣ה אֱלֹהִ֗ים הֵ֤ן הָֽאָדָם֙ הָיָה֙ כְּאַחַ֣ד מִמֶּ֔נּוּ לָדַ֖עַת טֹ֣וב וָרָ֑ע וְעַתָּ֣ה׀ פֶּן־יִשְׁלַ֣ח יָדֹ֗ו וְלָקַח֙ גַּ֚ם מֵעֵ֣ץ הַֽחַיִּ֔ים וְאָכַ֖ל וָחַ֥י לְעֹלָֽם׃ ,הֵ֤ן הָֽאָדָם֙ הָיָה֙ כְּאַחַ֣ד מִמֶּ֔נּוּ 
565,440025,Leviticus 20:19,אֶת־שְׁאֵרֹ֛ו ,Objc,וְעֶרְוַ֨ת אֲחֹ֧ות אִמְּךָ֛ וַאֲחֹ֥ות אָבִ֖יךָ לֹ֣א תְגַלֵּ֑ה כִּ֧י אֶת־שְׁאֵרֹ֛ו הֶעֱרָ֖ה עֲוֹנָ֥ם יִשָּֽׂאוּ׃ ,כִּ֧י אֶת־שְׁאֵרֹ֛ו הֶעֱרָ֖ה 
2268,477294,Jeremiah 31:8,קָהָ֥ל גָּדֹ֖ול ,Subj,הִנְנִי֩ מֵבִ֨יא אֹותָ֜ם מֵאֶ֣רֶץ צָפֹ֗ון וְקִבַּצְתִּים֮ מִיַּרְכְּתֵי־אָרֶץ֒ בָּ֚ם עִוֵּ֣ר וּפִסֵּ֔חַ הָרָ֥ה וְיֹלֶ֖דֶת יַחְדָּ֑ו קָהָ֥ל גָּדֹ֖ול יָשׁ֥וּבוּ הֵֽנָּה׃ ,קָהָ֥ל גָּדֹ֖ול יָשׁ֥וּבוּ הֵֽנָּה׃ 
3445,495377,Psalms 104:22,אֶל־מְ֝עֹונֹתָ֗ם ,Cmpl,תִּזְרַ֣ח הַ֭שֶּׁמֶשׁ יֵאָסֵפ֑וּן וְאֶל־מְ֝עֹונֹתָ֗ם יִרְבָּצֽוּן׃ ,וְאֶל־מְ֝עֹונֹתָ֗ם יִרְבָּצֽוּן׃ 
1252,456018,1_Samuel 17:25,אֵת֙ בֵּ֣ית אָבִ֔יו ,Objc,וַיֹּ֣אמֶר׀ אִ֣ישׁ יִשְׂרָאֵ֗ל הַרְּאִיתֶם֙ הָאִ֤ישׁ הָֽעֹלֶה֙ הַזֶּ֔ה כִּ֛י לְחָרֵ֥ף אֶת־יִשְׂרָאֵ֖ל עֹלֶ֑ה וְֽ֠הָיָה הָאִ֨ישׁ אֲשֶׁר־יַכֶּ֜נּוּ יַעְשְׁרֶ֥נּוּ הַמֶּ֣לֶךְ׀ עֹ֣שֶׁר גָּדֹ֗ול וְאֶת־בִּתֹּו֙ יִתֶּן־לֹ֔ו וְאֵת֙ בֵּ֣ית אָבִ֔יו יַעֲשֶׂ֥ה חָפְשִׁ֖י בְּיִשְׂרָאֵֽל׃ ,וְאֵת֙ בֵּ֣ית אָבִ֔יו יַעֲשֶׂ֥ה חָפְשִׁ֖י בְּיִשְׂרָאֵֽל׃ 
3590,497377,Psalms 147:2,נִדְחֵ֖י יִשְׂרָאֵ֣ל ,Objc,בֹּונֵ֣ה יְרוּשָׁלִַ֣ם יְהוָ֑ה נִדְחֵ֖י יִשְׂרָאֵ֣ל יְכַנֵּֽס׃ ,נִדְחֵ֖י יִשְׂרָאֵ֣ל יְכַנֵּֽס׃ 
1469,463596,1_Kings 17:4,מֵהַנַּ֣חַל ,Cmpl,וְהָיָ֖ה מֵהַנַּ֣חַל תִּשְׁתֶּ֑ה וְאֶת־הָעֹרְבִ֣ים צִוִּ֔יתִי לְכַלְכֶּלְךָ֖ שָֽׁם׃ ,מֵהַנַּ֣חַל תִּשְׁתֶּ֑ה 
320,436367,Exodus 26:31,מַעֲשֵׂ֥ה חֹשֵׁ֛ב ,Objc,וְעָשִׂ֣יתָ פָרֹ֗כֶת תְּכֵ֧לֶת וְאַרְגָּמָ֛ן וְתֹולַ֥עַת שָׁנִ֖י וְשֵׁ֣שׁ מָשְׁזָ֑ר מַעֲשֵׂ֥ה חֹשֵׁ֛ב יַעֲשֶׂ֥ה אֹתָ֖הּ כְּרֻבִֽים׃ ,מַעֲשֵׂ֥ה חֹשֵׁ֛ב יַעֲשֶׂ֥ה אֹתָ֖הּ 
1838,470676,Isaiah 33:19,אֶת־עַ֥ם נֹועָ֖ז עַ֣ם ,Objc,אֶת־עַ֥ם נֹועָ֖ז לֹ֣א תִרְאֶ֑ה עַ֣ם עִמְקֵ֤י שָׂפָה֙ מִשְּׁמֹ֔ועַ נִלְעַ֥ג לָשֹׁ֖ון אֵ֥ין בִּינָֽה׃ ,אֶת־עַ֥ם נֹועָ֖ז לֹ֣א תִרְאֶ֑ה עַ֣ם 
3987,500912,Proverbs 7:12,אֵ֖צֶל כָּל־פִּנָּ֣ה ,Cmpl,פַּ֤עַם׀ בַּח֗וּץ פַּ֥עַם בָּרְחֹבֹ֑ות וְאֵ֖צֶל כָּל־פִּנָּ֣ה תֶאֱרֹֽב׃ ,וְאֵ֖צֶל כָּל־פִּנָּ֣ה תֶאֱרֹֽב׃ 
4162,501998,Proverbs 22:5,שֹׁומֵ֥ר נַ֝פְשֹׁ֗ו ,Subj,צִנִּ֣ים פַּ֭חִים בְּדֶ֣רֶךְ עִקֵּ֑שׁ שֹׁומֵ֥ר נַ֝פְשֹׁ֗ו יִרְחַ֥ק מֵהֶֽם׃ ,שֹׁומֵ֥ר נַ֝פְשֹׁ֗ו יִרְחַ֥ק מֵהֶֽם׃ 
4052,501279,Proverbs 12:12,שֹׁ֖רֶשׁ צַדִּיקִ֣ים ,Subj,חָמַ֣ד רָ֭שָׁע מְצֹ֣וד רָעִ֑ים וְשֹׁ֖רֶשׁ צַדִּיקִ֣ים יִתֵּֽן׃ ,וְשֹׁ֖רֶשׁ צַדִּיקִ֣ים יִתֵּֽן׃ 
3459,495664,Psalms 107:11,עֲצַ֖ת עֶלְיֹ֣ון ,Objc,כִּֽי־הִמְר֥וּ אִמְרֵי־אֵ֑ל וַעֲצַ֖ת עֶלְיֹ֣ון נָאָֽצוּ׃ ,וַעֲצַ֖ת עֶלְיֹ֣ון נָאָֽצוּ׃ 
