,cl_node,ref,target_ph,xphrase_function,verse_text,cl_text
2701,484303,Ezekiel 37:22,מֶ֧לֶךְ אֶחָ֛ד ,Subj,וְעָשִׂ֣יתִי אֹ֠תָם לְגֹ֨וי אֶחָ֤ד בָּאָ֨רֶץ֙ בְּהָרֵ֣י יִשְׂרָאֵ֔ל וּמֶ֧לֶךְ אֶחָ֛ד יִֽהְיֶ֥ה לְכֻלָּ֖ם לְמֶ֑לֶךְ וְלֹ֤א יִֽהְיוּ־עֹוד֙ לִשְׁנֵ֣י גֹויִ֔ם וְלֹ֨א יֵחָ֥צוּ עֹ֛וד לִשְׁתֵּ֥י מַמְלָכֹ֖ות עֹֽוד׃ ,וּמֶ֧לֶךְ אֶחָ֛ד יִֽהְיֶ֥ה לְכֻלָּ֖ם לְמֶ֑לֶךְ 
3822,499460,Job 30:12,עַל־יָמִין֮ ,Adju,עַל־יָמִין֮ פִּרְחַ֪ח יָ֫ק֥וּמוּ רַגְלַ֥י שִׁלֵּ֑חוּ וַיָּסֹ֥לּוּ עָ֝לַ֗י אָרְחֹ֥ות אֵידָֽם׃ ,עַל־יָמִין֮ פִּרְחַ֪ח יָ֫ק֥וּמוּ 
1034,449119,Joshua 5:4,כֹּ֣ל׀ אַנְשֵׁ֣י הַמִּלְחָמָ֗ה ,Subj,וְזֶ֥ה הַדָּבָ֖ר אֲשֶׁר־מָ֣ל יְהֹושֻׁ֑עַ כָּל־הָעָ֣ם הַיֹּצֵא֩ מִמִּצְרַ֨יִם הַזְּכָרִ֜ים כֹּ֣ל׀ אַנְשֵׁ֣י הַמִּלְחָמָ֗ה מֵ֤תוּ בַמִּדְבָּר֙ בַּדֶּ֔רֶךְ בְּצֵאתָ֖ם מִמִּצְרָֽיִם׃ ,כֹּ֣ל׀ אַנְשֵׁ֣י הַמִּלְחָמָ֗ה מֵ֤תוּ בַמִּדְבָּר֙ בַּדֶּ֔רֶךְ 
4284,504245,Ecclesiastes 6:2,אִ֥ישׁ נָכְרִ֖י ,Subj,אִ֣ישׁ אֲשֶׁ֣ר יִתֶּן־לֹ֣ו הָאֱלֹהִ֡ים עֹשֶׁר֩ וּנְכָסִ֨ים וְכָבֹ֜וד וְֽאֵינֶ֨נּוּ חָסֵ֥ר לְנַפְשֹׁ֣ו׀ מִכֹּ֣ל אֲשֶׁר־יִתְאַוֶּ֗ה וְלֹֽא־יַשְׁלִיטֶ֤נּוּ הָֽאֱלֹהִים֙ לֶאֱכֹ֣ל מִמֶּ֔נּוּ כִּ֛י אִ֥ישׁ נָכְרִ֖י יֹֽאכֲלֶ֑נּוּ זֶ֥ה הֶ֛בֶל וָחֳלִ֥י רָ֖ע הֽוּא׃ ,כִּ֛י אִ֥ישׁ נָכְרִ֖י יֹֽאכֲלֶ֑נּוּ 
493,439240,Leviticus 14:9,אֶת־כָּל־שְׂעָרֹ֖ו ,Objc,וְהָיָה֩ בַיֹּ֨ום הַשְּׁבִיעִ֜י יְגַלַּ֣ח אֶת־כָּל־שְׂעָרֹ֗ו אֶת־רֹאשֹׁ֤ו וְאֶת־זְקָנֹו֙ וְאֵת֙ גַּבֹּ֣ת עֵינָ֔יו וְאֶת־כָּל־שְׂעָרֹ֖ו יְגַלֵּ֑חַ וְכִבֶּ֣ס אֶת־בְּגָדָ֗יו וְרָחַ֧ץ אֶת־בְּשָׂרֹ֛ו בַּמַּ֖יִם וְטָהֵֽר׃ ,וְאֶת־כָּל־שְׂעָרֹ֖ו יְגַלֵּ֑חַ 
3567,497113,Psalms 140:10,עֲמַ֖ל שְׂפָתֵ֣ימֹו ,Subj,רֹ֥אשׁ מְסִבָּ֑י עֲמַ֖ל שְׂפָתֵ֣ימֹו יְכַסֵּֽימֹו׃,עֲמַ֖ל שְׂפָתֵ֣ימֹו יְכַסֵּֽימֹו׃
1277,457220,1_Samuel 25:19,לְאִישָׁ֥הּ נָבָ֖ל ,Cmpl,וַתֹּ֤אמֶר לִנְעָרֶ֨יהָ֙ עִבְר֣וּ לְפָנַ֔י הִנְנִ֖י אַחֲרֵיכֶ֣ם בָּאָ֑ה וּלְאִישָׁ֥הּ נָבָ֖ל לֹ֥א הִגִּֽידָה׃ ,וּלְאִישָׁ֥הּ נָבָ֖ל לֹ֥א הִגִּֽידָה׃ 
277,435901,Exodus 21:36,הַמֵּ֖ת ,Subj,אֹ֣ו נֹודַ֗ע כִּ֠י שֹׁ֣ור נַגָּ֥ח הוּא֙ מִתְּמֹ֣ול שִׁלְשֹׁ֔ם וְלֹ֥א יִשְׁמְרֶ֖נּוּ בְּעָלָ֑יו שַׁלֵּ֨ם יְשַׁלֵּ֥ם שֹׁור֙ תַּ֣חַת הַשֹּׁ֔ור וְהַמֵּ֖ת יִֽהְיֶה־לֹּֽו׃ ס ,וְהַמֵּ֖ת יִֽהְיֶה־לֹּֽו׃ ס 
4691,514916,2_Chronicles 29:34,הַכֹּֽהֲנִים֙ ,Subj,רַ֤ק הַכֹּֽהֲנִים֙ הָי֣וּ לִמְעָ֔ט וְלֹ֣א יָֽכְל֔וּ לְהַפְשִׁ֖יט אֶת־כָּל־הָעֹלֹ֑ות וַֽיְּחַזְּק֞וּם אֲחֵיהֶ֣ם הַלְוִיִּ֗ם עַד־כְּלֹ֤ות הַמְּלָאכָה֙ וְעַ֣ד יִתְקַדְּשׁ֣וּ הַכֹּֽהֲנִ֔ים כִּ֤י הַלְוִיִּם֙ יִשְׁרֵ֣י לֵבָ֔ב לְהִתְקַדֵּ֖שׁ מֵֽהַכֹּהֲנִֽים׃ ,רַ֤ק הַכֹּֽהֲנִים֙ הָי֣וּ לִמְעָ֔ט 
1728,469463,Isaiah 18:6,כָל־בֶּהֱמַ֥ת הָאָ֖רֶץ ,Subj,יֵעָזְב֤וּ יַחְדָּו֙ לְעֵ֣יט הָרִ֔ים וּֽלְבֶהֱמַ֖ת הָאָ֑רֶץ וְקָ֤ץ עָלָיו֙ הָעַ֔יִט וְכָל־בֶּהֱמַ֥ת הָאָ֖רֶץ עָלָ֥יו תֶּחֱרָֽף׃ ,וְכָל־בֶּהֱמַ֥ת הָאָ֖רֶץ עָלָ֥יו תֶּחֱרָֽף׃ 
1124,451660,Judges 5:28,בְּעַד֩ הַחַלֹּ֨ון ,Cmpl,בְּעַד֩ הַחַלֹּ֨ון נִשְׁקְפָ֧ה וַתְּיַבֵּ֛ב אֵ֥ם סִֽיסְרָ֖א בְּעַ֣ד הָֽאֶשְׁנָ֑ב מַדּ֗וּעַ בֹּשֵׁ֤שׁ רִכְבֹּו֙ לָבֹ֔וא מַדּ֣וּעַ אֶֽחֱר֔וּ פַּעֲמֵ֖י מַרְכְּבֹותָֽיו׃ ,בְּעַד֩ הַחַלֹּ֨ון נִשְׁקְפָ֧ה 
4327,504735,Ecclesiastes 12:14,אֶת־כָּל־מַֽעֲשֶׂ֔ה ,Objc,כִּ֤י אֶת־כָּל־מַֽעֲשֶׂ֔ה הָאֱלֹהִ֛ים יָבִ֥א בְמִשְׁפָּ֖ט עַ֣ל כָּל־נֶעְלָ֑ם אִם־טֹ֖וב וְאִם־רָֽע׃ ,כִּ֤י אֶת־כָּל־מַֽעֲשֶׂ֔ה הָאֱלֹהִ֛ים יָבִ֥א בְמִשְׁפָּ֖ט 
2036,473238,Isaiah 59:19,ר֥וּחַ יְהוָ֖ה ,Subj,וְיִֽירְא֤וּ מִֽמַּעֲרָב֙ אֶת־שֵׁ֣ם יְהוָ֔ה וּמִמִּזְרַח־שֶׁ֖מֶשׁ אֶת־כְּבֹודֹ֑ו כִּֽי־יָבֹ֤וא כַנָּהָר֙ צָ֔ר ר֥וּחַ יְהוָ֖ה נֹ֥סְסָה בֹֽו׃ ,ר֥וּחַ יְהוָ֖ה נֹ֥סְסָה בֹֽו׃ 
394,437469,Exodus 36:25,לְצֶ֧לַע הַמִּשְׁכָּ֛ן הַשֵּׁנִ֖ית לִפְאַ֣ת צָפֹ֑ון ,Cmpl,וּלְצֶ֧לַע הַמִּשְׁכָּ֛ן הַשֵּׁנִ֖ית לִפְאַ֣ת צָפֹ֑ון עָשָׂ֖ה עֶשְׂרִ֥ים קְרָשִֽׁים׃ ,וּלְצֶ֧לַע הַמִּשְׁכָּ֛ן הַשֵּׁנִ֖ית לִפְאַ֣ת צָפֹ֑ון עָשָׂ֖ה עֶשְׂרִ֥ים קְרָשִֽׁים׃ 
3835,499537,Job 31:12,עַד־אֲבַדֹּ֣ון ,Adju,כִּ֤י אֵ֣שׁ הִ֭יא עַד־אֲבַדֹּ֣ון תֹּאכֵ֑ל וּֽבְכָל־תְּב֖וּאָתִ֣י תְשָׁרֵֽשׁ׃ ,עַד־אֲבַדֹּ֣ון תֹּאכֵ֑ל 
1061,449794,Joshua 10:20,הַשְּׂרִידִים֙ ,Subj,וַיְהִי֩ כְּכַלֹּ֨ות יְהֹושֻׁ֜עַ וּבְנֵ֣י יִשְׂרָאֵ֗ל לְהַכֹּותָ֛ם מַכָּ֥ה גְדֹולָֽה־מְאֹ֖ד עַד־תֻּמָּ֑ם וְהַשְּׂרִידִים֙ שָׂרְד֣וּ מֵהֶ֔ם וַיָּבֹ֖אוּ אֶל־עָרֵ֥י הַמִּבְצָֽר׃ ,וְהַשְּׂרִידִים֙ שָׂרְד֣וּ מֵהֶ֔ם 
1519,465133,2_Kings 4:1,אִשָּׁ֣ה אַחַ֣ת מִנְּשֵׁ֣י בְנֵֽי־הַ֠נְּבִיאִים ,Subj,וְאִשָּׁ֣ה אַחַ֣ת מִנְּשֵׁ֣י בְנֵֽי־הַ֠נְּבִיאִים צָעֲקָ֨ה אֶל־אֱלִישָׁ֜ע לֵאמֹ֗ר עַבְדְּךָ֤ אִישִׁי֙ מֵ֔ת וְאַתָּ֣ה יָדַ֔עְתָּ כִּ֣י עַבְדְּךָ֔ הָיָ֥ה יָרֵ֖א אֶת־יְהוָ֑ה וְהַ֨נֹּשֶׁ֔ה בָּ֗א לָקַ֜חַת אֶת־שְׁנֵ֧י יְלָדַ֛י לֹ֖ו לַעֲבָדִֽים׃ ,וְאִשָּׁ֣ה אַחַ֣ת מִנְּשֵׁ֣י בְנֵֽי־הַ֠נְּבִיאִים צָעֲקָ֨ה אֶל־אֱלִישָׁ֜ע 
1621,468314,Isaiah 2:18,הָאֱלִילִ֖ים ,Subj,וְהָאֱלִילִ֖ים כָּלִ֥יל יַחֲלֹֽף׃ ,וְהָאֱלִילִ֖ים כָּלִ֥יל יַחֲלֹֽף׃ 
444,438334,Leviticus 6:16,כָל־מִנְחַ֥ת כֹּהֵ֛ן ,Subj,וְכָל־מִנְחַ֥ת כֹּהֵ֛ן כָּלִ֥יל תִּהְיֶ֖ה לֹ֥א תֵאָכֵֽל׃ פ ,וְכָל־מִנְחַ֥ת כֹּהֵ֛ן כָּלִ֥יל תִּהְיֶ֖ה 
3174,491757,Psalms 35:10,כָּ֥ל עַצְמֹותַ֨י׀ ,Subj,כָּ֥ל עַצְמֹותַ֨י׀ תֹּאמַרְנָה֮ יְהוָ֗ה מִ֥י כָ֫מֹ֥וךָ מַצִּ֣יל עָ֭נִי מֵחָזָ֣ק מִמֶּ֑נּוּ וְעָנִ֥י וְ֝אֶבְיֹ֗ון מִגֹּזְלֹֽו׃ ,כָּ֥ל עַצְמֹותַ֨י׀ תֹּאמַרְנָה֮ 
3586,497337,Psalms 145:20,אֵ֖ת כָּל־הָרְשָׁעִ֣ים ,Objc,שֹׁומֵ֣ר יְ֭הוָה אֶת־כָּל־אֹהֲבָ֑יו וְאֵ֖ת כָּל־הָרְשָׁעִ֣ים יַשְׁמִֽיד׃ ,וְאֵ֖ת כָּל־הָרְשָׁעִ֣ים יַשְׁמִֽיד׃ 
4148,501834,Proverbs 19:28,פִ֥י רְ֝שָׁעִ֗ים ,Subj,עֵ֣ד בְּ֭לִיַּעַל יָלִ֣יץ מִשְׁפָּ֑ט וּפִ֥י רְ֝שָׁעִ֗ים יְבַלַּע־אָֽוֶן׃ ,וּפִ֥י רְ֝שָׁעִ֗ים יְבַלַּע־אָֽוֶן׃ 
108,430714,Genesis 30:8,נַפְתּוּלֵ֨י אֱלֹהִ֧ים׀ ,Objc,וַתֹּ֣אמֶר רָחֵ֗ל נַפְתּוּלֵ֨י אֱלֹהִ֧ים׀ נִפְתַּ֛לְתִּי עִם־אֲחֹתִ֖י גַּם־יָכֹ֑לְתִּי וַתִּקְרָ֥א שְׁמֹ֖ו נַפְתָּלִֽי׃ ,נַפְתּוּלֵ֨י אֱלֹהִ֧ים׀ נִפְתַּ֛לְתִּי עִם־אֲחֹתִ֖י 
2411,480491,Ezekiel 6:6,הַבָּמֹ֖ות ,Subj,בְּכֹל֙ מֹושְׁבֹ֣ותֵיכֶ֔ם הֶעָרִ֣ים תֶּחֱרַ֔בְנָה וְהַבָּמֹ֖ות תִּישָׁ֑מְנָה לְמַעַן֩ יֶחֶרְב֨וּ וְיֶאְשְׁמ֜וּ מִזְבְּחֹֽותֵיכֶ֗ם וְנִשְׁבְּר֤וּ וְנִשְׁבְּתוּ֙ גִּלּ֣וּלֵיכֶ֔ם וְנִגְדְּעוּ֙ חַמָּ֣נֵיכֶ֔ם וְנִמְח֖וּ מַעֲשֵׂיכֶֽם׃ ,וְהַבָּמֹ֖ות תִּישָׁ֑מְנָה 
1678,468954,Isaiah 10:16,תַ֧חַת כְּבֹדֹ֛ו ,Adju,לָ֠כֵן יְשַׁלַּ֨ח הָאָדֹ֜ון יְהוָ֧ה צְבָאֹ֛ות בְּמִשְׁמַנָּ֖יו רָזֹ֑ון וְתַ֧חַת כְּבֹדֹ֛ו יֵקַ֥ד יְקֹ֖ד כִּיקֹ֥וד אֵֽשׁ׃ ,וְתַ֧חַת כְּבֹדֹ֛ו יֵקַ֥ד יְקֹ֖ד כִּיקֹ֥וד אֵֽשׁ׃ 
125,431408,Genesis 34:27,בְּנֵ֣י יַעֲקֹ֗ב ,Subj,בְּנֵ֣י יַעֲקֹ֗ב בָּ֚אוּ עַל־הַ֣חֲלָלִ֔ים וַיָּבֹ֖זּוּ הָעִ֑יר אֲשֶׁ֥ר טִמְּא֖וּ אֲחֹותָֽם׃ ,בְּנֵ֣י יַעֲקֹ֗ב בָּ֚אוּ עַל־הַ֣חֲלָלִ֔ים 
3644,497960,Job 7:3,לֵילֹ֥ות עָ֝מָ֗ל ,Objc,כֵּ֤ן הָנְחַ֣לְתִּי לִ֭י יַרְחֵי־שָׁ֑וְא וְלֵילֹ֥ות עָ֝מָ֗ל מִנּוּ־לִֽי׃ ,וְלֵילֹ֥ות עָ֝מָ֗ל מִנּוּ־לִֽי׃ 
674,441168,Numbers 3:23,מִשְׁפְּחֹ֖ת הַגֵּרְשֻׁנִּ֑י ,Subj,מִשְׁפְּחֹ֖ת הַגֵּרְשֻׁנִּ֑י אַחֲרֵ֧י הַמִּשְׁכָּ֛ן יַחֲנ֖וּ יָֽמָּה׃ ,מִשְׁפְּחֹ֖ת הַגֵּרְשֻׁנִּ֑י אַחֲרֵ֧י הַמִּשְׁכָּ֛ן יַחֲנ֖וּ יָֽמָּה׃ 
2292,478049,Jeremiah 36:29,עַל־יְהֹויָקִ֤ים מֶֽלֶךְ־יְהוּדָה֙ ,Cmpl,וְעַל־יְהֹויָקִ֤ים מֶֽלֶךְ־יְהוּדָה֙ תֹאמַ֔ר כֹּ֖ה אָמַ֣ר יְהוָ֑ה אַ֠תָּה שָׂרַ֜פְתָּ אֶת־הַמְּגִלָּ֤ה הַזֹּאת֙ לֵאמֹ֔ר מַדּוּעַ֩ כָּתַ֨בְתָּ עָלֶ֜יהָ לֵאמֹ֗ר בֹּֽא־יָבֹ֤וא מֶֽלֶךְ־בָּבֶל֙ וְהִשְׁחִית֙ אֶת־הָאָ֣רֶץ הַזֹּ֔את וְהִשְׁבִּ֥ית מִמֶּ֖נָּה אָדָ֥ם וּבְהֵמָֽה׃ ס ,וְעַל־יְהֹויָקִ֤ים מֶֽלֶךְ־יְהוּדָה֙ תֹאמַ֔ר 
1193,454405,1_Samuel 4:13,הָאִ֗ישׁ ,Subj,וַיָּבֹ֗וא וְהִנֵּ֣ה עֵ֠לִי יֹשֵׁ֨ב עַֽל־הַכִּסֵּ֜א יַ֥ד דֶּ֨רֶךְ֙ מְצַפֶּ֔ה כִּֽי־הָיָ֤ה לִבֹּו֙ חָרֵ֔ד עַ֖ל אֲרֹ֣ון הָאֱלֹהִ֑ים וְהָאִ֗ישׁ בָּ֚א לְהַגִּ֣יד בָּעִ֔יר וַתִּזְעַ֖ק כָּל־הָעִֽיר׃ ,וְהָאִ֗ישׁ בָּ֚א 
2437,480829,Ezekiel 10:3,הֶעָנָ֣ן ,Subj,וְהַכְּרֻבִ֗ים עֹֽמְדִ֛ים מִימִ֥ין לַבַּ֖יִת בְּבֹאֹ֣ו הָאִ֑ישׁ וְהֶעָנָ֣ן מָלֵ֔א אֶת־הֶחָצֵ֖ר הַפְּנִימִֽית׃ ,וְהֶעָנָ֣ן מָלֵ֔א אֶת־הֶחָצֵ֖ר הַפְּנִימִֽית׃ 
3064,490251,Psalms 2:9,כִּכְלִ֖י יֹוצֵ֣ר ,Adju,תְּ֭רֹעֵם בְּשֵׁ֣בֶט בַּרְזֶ֑ל כִּכְלִ֖י יֹוצֵ֣ר תְּנַפְּצֵֽם׃ ,כִּכְלִ֖י יֹוצֵ֣ר תְּנַפְּצֵֽם׃ 
1416,462004,1_Kings 6:31,אֵת֙ פֶּ֣תַח הַדְּבִ֔יר ,Objc,וְאֵת֙ פֶּ֣תַח הַדְּבִ֔יר עָשָׂ֖ה דַּלְתֹ֣ות עֲצֵי־שָׁ֑מֶן הָאַ֥יִל מְזוּזֹ֖ות חֲמִשִֽׁית׃ ,וְאֵת֙ פֶּ֣תַח הַדְּבִ֔יר עָשָׂ֖ה דַּלְתֹ֣ות עֲצֵי־שָׁ֑מֶן 
881,445096,Deuteronomy 2:9,לִבְנֵי־לֹ֔וט ,Cmpl,וַיֹּ֨אמֶר יְהוָ֜ה אֵלַ֗י אֶל־תָּ֨צַר֙ אֶת־מֹואָ֔ב וְאַל־תִּתְגָּ֥ר בָּ֖ם מִלְחָמָ֑ה כִּ֠י לֹֽא־אֶתֵּ֨ן לְךָ֤ מֵֽאַרְצֹו֙ יְרֻשָּׁ֔ה כִּ֣י לִבְנֵי־לֹ֔וט נָתַ֥תִּי אֶת־עָ֖ר יְרֻשָּֽׁה׃ ,כִּ֣י לִבְנֵי־לֹ֔וט נָתַ֥תִּי אֶת־עָ֖ר יְרֻשָּֽׁה׃ 
3812,499397,Job 29:13,לֵ֖ב אַלְמָנָ֣ה ,Objc,בִּרְכַּ֣ת אֹ֭בֵד עָלַ֣י תָּבֹ֑א וְלֵ֖ב אַלְמָנָ֣ה אַרְנִֽן׃ ,וְלֵ֖ב אַלְמָנָ֣ה אַרְנִֽן׃ 
841,444378,Numbers 32:1,מִקְנֶ֣ה׀ רַ֗ב ,Subj,וּמִקְנֶ֣ה׀ רַ֗ב הָיָ֞ה לִבְנֵ֧י רְאוּבֵ֛ן וְלִבְנֵי־גָ֖ד עָצ֣וּם מְאֹ֑ד וַיִּרְא֞וּ אֶת־אֶ֤רֶץ יַעְזֵר֙ וְאֶת־אֶ֣רֶץ גִּלְעָ֔ד וְהִנֵּ֥ה הַמָּקֹ֖ום מְקֹ֥ום מִקְנֶֽה׃ ,וּמִקְנֶ֣ה׀ רַ֗ב הָיָ֞ה לִבְנֵ֧י רְאוּבֵ֛ן וְלִבְנֵי־גָ֖ד 
1048,449319,Joshua 7:3,כְּאַלְפַּ֣יִם אִ֗ישׁ אֹ֚ו כִּשְׁלֹ֣שֶׁת אֲלָפִ֣ים אִ֔ישׁ ,Subj,וַיָּשֻׁ֣בוּ אֶל־יְהֹושֻׁ֗עַ וַיֹּאמְר֣וּ אֵלָיו֮ אַל־יַ֣עַל כָּל־הָעָם֒ כְּאַלְפַּ֣יִם אִ֗ישׁ אֹ֚ו כִּשְׁלֹ֣שֶׁת אֲלָפִ֣ים אִ֔ישׁ יַעֲל֖וּ וְיַכּ֣וּ אֶת־הָעָ֑י אַל־תְּיַגַּע־שָׁ֨מָּה֙ אֶת־כָּל־הָעָ֔ם כִּ֥י מְעַ֖ט הֵֽמָּה׃ ,כְּאַלְפַּ֣יִם אִ֗ישׁ אֹ֚ו כִּשְׁלֹ֣שֶׁת אֲלָפִ֣ים אִ֔ישׁ יַעֲל֖וּ 
3005,489416,Zechariah 7:14,הָאָ֨רֶץ֙ ,Subj,וְאֵ֣סָעֲרֵ֗ם עַ֤ל כָּל־הַגֹּויִם֙ אֲשֶׁ֣ר לֹֽא־יְדָע֔וּם וְהָאָ֨רֶץ֙ נָשַׁ֣מָּה אַֽחֲרֵיהֶ֔ם מֵֽעֹבֵ֖ר וּמִשָּׁ֑ב וַיָּשִׂ֥ימוּ אֶֽרֶץ־חֶמְדָּ֖ה לְשַׁמָּֽה׃ פ ,וְהָאָ֨רֶץ֙ נָשַׁ֣מָּה אַֽחֲרֵיהֶ֔ם מֵֽעֹבֵ֖ר וּמִשָּׁ֑ב 
975,447350,Deuteronomy 23:9,דֹּ֣ור שְׁלִישִׁ֑י לָהֶ֖ם ,Subj,בָּנִ֛ים אֲשֶׁר־יִוָּלְד֥וּ לָהֶ֖ם דֹּ֣ור שְׁלִישִׁ֑י יָבֹ֥א לָהֶ֖ם בִּקְהַ֥ל יְהוָֽה׃ ס ,דֹּ֣ור שְׁלִישִׁ֑י יָבֹ֥א לָהֶ֖ם בִּקְהַ֥ל יְהוָֽה׃ ס 
4114,501603,Proverbs 16:26,נֶ֣פֶשׁ עָ֭מֵל ,Subj,נֶ֣פֶשׁ עָ֭מֵל עָ֣מְלָה לֹּ֑ו כִּֽי־אָכַ֖ף עָלָ֣יו פִּֽיהוּ׃ ,נֶ֣פֶשׁ עָ֭מֵל עָ֣מְלָה לֹּ֑ו 
2698,484129,Ezekiel 36:26,ר֥וּחַ חֲדָשָׁ֖ה ,Objc,וְנָתַתִּ֤י לָכֶם֙ לֵ֣ב חָדָ֔שׁ וְר֥וּחַ חֲדָשָׁ֖ה אֶתֵּ֣ן בְּקִרְבְּכֶ֑ם וַהֲסִ֨רֹתִ֜י אֶת־לֵ֤ב הָאֶ֨בֶן֙ מִבְּשַׂרְכֶ֔ם וְנָתַתִּ֥י לָכֶ֖ם לֵ֥ב בָּשָֽׂר׃ ,וְר֥וּחַ חֲדָשָׁ֖ה אֶתֵּ֣ן בְּקִרְבְּכֶ֑ם 
