token,(n)heads_token,freq,mark,note,ex_ref,ex,ex_node,ex_verse
ב.ה.יום.ה.שׁמיני.ו.הלאה,ב,1,,,Ezekiel 43:27,בַיֹּ֨ום הַשְּׁמִינִ֜י וָהָ֗לְאָה ,820983,וִֽיכַלּ֖וּ אֶת־הַיָּמִ֑ים ס וְהָיָה֩ בַיֹּ֨ום הַשְּׁמִינִ֜י וָהָ֗לְאָה יַעֲשׂ֨וּ הַכֹּהֲנִ֤ים עַל־הַמִּזְבֵּ֨חַ֙ אֶת־עֹולֹֽותֵיכֶם֙ וְאֶת־שַׁלְמֵיכֶ֔ם וְרָצִ֣אתִי אֶתְכֶ֔ם נְאֻ֖ם אֲדֹנָ֥י יְהֹוִֽה׃ ס 
ב.ה.יום.ה.שׁני,ב,10,,,Jeremiah 41:4,בַּיֹּ֥ום הַשֵּׁנִ֖י ,802506,וַיְהִ֛י בַּיֹּ֥ום הַשֵּׁנִ֖י לְהָמִ֣ית אֶת־גְּדַלְיָ֑הוּ וְאִ֖ישׁ לֹ֥א יָדָֽע׃ 
ב.ה.יום.ה.שׁשׁי,ב,5,,,Exodus 16:29,בַּיֹּ֥ום הַשִּׁשִּׁ֖י ,675070,רְא֗וּ כִּֽי־יְהוָה֮ נָתַ֣ן לָכֶ֣ם הַשַּׁבָּת֒ עַל־כֵּ֠ן ה֣וּא נֹתֵ֥ן לָכֶ֛ם בַּיֹּ֥ום הַשִּׁשִּׁ֖י לֶ֣חֶם יֹומָ֑יִם שְׁב֣וּ׀ אִ֣ישׁ תַּחְתָּ֗יו אַל־יֵ֥צֵא אִ֛ישׁ מִמְּקֹמֹ֖ו בַּיֹּ֥ום הַשְּׁבִיעִֽי׃ 
ב.ה.יום.ו.ב.ה.לילה,ב.ב,1,,,Isaiah 28:19,בַּיֹּ֣ום וּבַלָּ֑יְלָה ,779649,מִדֵּ֤י עָבְרֹו֙ יִקַּ֣ח אֶתְכֶ֔ם כִּֽי־בַבֹּ֧קֶר בַּבֹּ֛קֶר יַעֲבֹ֖ר בַּיֹּ֣ום וּבַלָּ֑יְלָה וְהָיָ֥ה רַק־זְוָעָ֖ה הָבִ֥ין שְׁמוּעָֽה׃ 
ב.ה.ימים.ה.אלה,ב,2,,,Zechariah 8:9,בַּיָּמִ֣ים הָאֵ֔לֶּה ,833150,כֹּֽה־אָמַר֮ יְהוָ֣ה צְבָאֹות֒ תֶּחֱזַ֣קְנָה יְדֵיכֶ֔ם הַשֹּֽׁמְעִים֙ בַּיָּמִ֣ים הָאֵ֔לֶּה אֵ֖ת הַדְּבָרִ֣ים הָאֵ֑לֶּה מִפִּי֙ הַנְּבִיאִ֔ים אֲ֠שֶׁר בְּיֹ֞ום יֻסַּ֨ד בֵּית־יְהוָ֧ה צְבָאֹ֛ות הַהֵיכָ֖ל לְהִבָּנֹֽות׃ 
ב.ה.ימים.ה.הם,ב,25,,,Isaiah 38:1,בַּיָּמִ֣ים הָהֵ֔ם ,782118,בַּיָּמִ֣ים הָהֵ֔ם חָלָ֥ה חִזְקִיָּ֖הוּ לָמ֑וּת וַיָּבֹ֣וא אֵ֠לָיו יְשַׁעְיָ֨הוּ בֶן־אָמֹ֜וץ הַנָּבִ֗יא וַיֹּ֨אמֶר אֵלָ֜יו כֹּֽה־אָמַ֤ר יְהוָה֙ צַ֣ו לְבֵיתֶ֔ךָ כִּ֛י מֵ֥ת אַתָּ֖ה וְלֹ֥א תִֽחְיֶֽה׃ 
ב.ה.ימים.ה.הם.ו.ב.ה.עת.ה.היא,ב.ב,2,,,Jeremiah 50:20,בַּיָּמִ֣ים הָהֵם֩ וּבָעֵ֨ת הַהִ֜יא ,805324,בַּיָּמִ֣ים הָהֵם֩ וּבָעֵ֨ת הַהִ֜יא נְאֻם־יְהוָ֗ה יְבֻקַּ֞שׁ אֶת־עֲוֹ֤ן יִשְׂרָאֵל֙ וְאֵינֶ֔נּוּ וְאֶת־חַטֹּ֥את יְהוּדָ֖ה וְלֹ֣א תִמָּצֶ֑אינָה כִּ֥י אֶסְלַ֖ח לַאֲשֶׁ֥ר אַשְׁאִֽיר׃ 
ב.ה.ימים.ה.המה,ב,5,,,Nehemiah 13:15,בַּיָּמִ֣ים הָהֵ֡מָּה ,887171,בַּיָּמִ֣ים הָהֵ֡מָּה רָאִ֣יתִי בִֽיהוּדָ֣ה׀ דֹּֽרְכִֽים־גִּתֹּ֣ות׀ בַּשַּׁבָּ֡ת וּמְבִיאִ֣ים הָעֲרֵמֹ֣ות וְֽעֹמְסִ֪ים עַל־הַחֲמֹרִ֟ים וְאַף־יַ֜יִן עֲנָבִ֤ים וּתְאֵנִים֙ וְכָל־מַשָּׂ֔א וּמְבִיאִ֥ים יְרוּשָׁלִַ֖ם בְּיֹ֣ום הַשַּׁבָּ֑ת וָאָעִ֕יד בְּיֹ֖ום מִכְרָ֥ם צָֽיִד׃ 
ב.ה.ימים.ה.המה.ו.ב.ה.עת.ה.היא,ב.ב,2,,,Joel 4:1,בַּיָּמִ֥ים הָהֵ֖מָּה וּבָעֵ֣ת הַהִ֑יא ,825342,כִּ֗י הִנֵּ֛ה בַּיָּמִ֥ים הָהֵ֖מָּה וּבָעֵ֣ת הַהִ֑יא אֲשֶׁ֥ר אָשִׁ֛יב אֶת־שְׁב֥וּת יְהוּדָ֖ה וִירוּשָׁלִָֽם׃ 
ב.ה.כסה.ל.יום.חגנו,ב,1,,,Psalms 81:4,בַּ֝כֵּ֗סֶה לְיֹ֣ום חַגֵּֽנוּ׃ ,845226,תִּקְע֣וּ בַחֹ֣דֶשׁ שֹׁופָ֑ר בַּ֝כֵּ֗סֶה לְיֹ֣ום חַגֵּֽנוּ׃ 
ב.ה.לילה,ב,16,,,Jeremiah 49:9,בַּלַּ֖יְלָה ,804727,אִם־בֹּֽצְרִים֙ בָּ֣אוּ לָ֔ךְ לֹ֥א יַשְׁאִ֖רוּ עֹֽולֵלֹ֑ות אִם־גַּנָּבִ֥ים בַּלַּ֖יְלָה הִשְׁחִ֥יתוּ דַיָּֽם׃ 
ב.ה.לילה.ה.הוא,ב,15,,,2_Samuel 7:4,בַּלַּ֣יְלָה הַה֑וּא ,745896,וַיְהִ֖י בַּלַּ֣יְלָה הַה֑וּא וַֽיְהִי֙ דְּבַר־יְהוָ֔ה אֶל־נָתָ֖ן לֵאמֹֽר׃ 
ב.ה.לילה.ה.זה,ב,2,,,Exodus 12:12,בַּלַּ֣יְלָה הַזֶּה֒ ,673242,וְעָבַרְתִּ֣י בְאֶֽרֶץ־מִצְרַיִם֮ בַּלַּ֣יְלָה הַזֶּה֒ וְהִכֵּיתִ֤י כָל־בְּכֹור֙ בְּאֶ֣רֶץ מִצְרַ֔יִם מֵאָדָ֖ם וְעַד־בְּהֵמָ֑ה וּבְכָל־אֱלֹהֵ֥י מִצְרַ֛יִם אֶֽעֱשֶׂ֥ה שְׁפָטִ֖ים אֲנִ֥י יְהוָֽה׃ 
ב.ה.לילה.הוא,ב,1,,,Genesis 19:33,בַּלַּ֣יְלָה ה֑וּא ,656775,וַתַּשְׁקֶ֧יןָ אֶת־אֲבִיהֶ֛ן יַ֖יִן בַּלַּ֣יְלָה ה֑וּא וַתָּבֹ֤א הַבְּכִירָה֙ וַתִּשְׁכַּ֣ב אֶת־אָבִ֔יהָ וְלֹֽא־יָדַ֥ע בְּשִׁכְבָ֖הּ וּבְקוּׄמָֽהּ׃ 
ב.ה.לילות,ב,3,,,Song_of_songs 3:1,בַּלֵּילֹ֔ות ,869102,עַל־מִשְׁכָּבִי֙ בַּלֵּילֹ֔ות בִּקַּ֕שְׁתִּי אֵ֥ת שֶׁאָהֲבָ֖ה נַפְשִׁ֑י בִּקַּשְׁתִּ֖יו וְלֹ֥א מְצָאתִֽיו׃ 
ב.ה.מועדים,ב,1,,,Ezekiel 46:9,בַּמֹּֽועֲדִים֒ ,821681,וּבְבֹ֨וא עַם־הָאָ֜רֶץ לִפְנֵ֣י יְהוָה֮ בַּמֹּֽועֲדִים֒ הַבָּ֡א דֶּרֶךְ־שַׁ֨עַר צָפֹ֜ון לְהִֽשְׁתַּחֲוֹ֗ת יֵצֵא֙ דֶּרֶךְ־שַׁ֣עַר נֶ֔גֶב וְהַבָּא֙ דֶּרֶךְ־שַׁ֣עַר נֶ֔גֶב יֵצֵ֖א דֶּרֶךְ־שַׁ֣עַר צָפֹ֑ונָה לֹ֣א יָשׁ֗וּב דֶּ֤רֶךְ הַשַּׁ֨עַר֙ אֲשֶׁר־בָּ֣א בֹ֔ו כִּ֥י נִכְחֹ֖ו יֵצֵֽא׃
ב.ה.נשׁף,ב,3,,,2_Kings 7:7,בַנֶּשֶׁף֒ ,767018,וַיָּקוּמוּ֮ וַיָּנ֣וּסוּ בַנֶּשֶׁף֒ וַיַּעַזְב֣וּ אֶת־אָהֳלֵיהֶ֗ם וְאֶת־סֽוּסֵיהֶם֙ וְאֶת־חֲמֹ֣רֵיהֶ֔ם הַֽמַּחֲנֶ֖ה כַּאֲשֶׁר־הִ֑יא וַיָּנֻ֖סוּ אֶל־נַפְשָֽׁם׃ 
ב.ה.ערב,ב,20,,,Exodus 16:13,בָעֶ֔רֶב ,674847,וַיְהִ֣י בָעֶ֔רֶב וַתַּ֣עַל הַשְּׂלָ֔ו וַתְּכַ֖ס אֶת־הַֽמַּחֲנֶ֑ה וּבַבֹּ֗קֶר הָֽיְתָה֙ שִׁכְבַ֣ת הַטַּ֔ל סָבִ֖יב לַֽמַּחֲנֶֽה׃ 
ב.ה.ערב.ב.ה.יום.ה.ראשׁון,ב,1,,,Deuteronomy 16:4,בָּעֶ֛רֶב בַּיֹּ֥ום הָרִאשֹׁ֖ון ,709605,וְלֹֽא־יֵרָאֶ֨ה לְךָ֥ שְׂאֹ֛ר בְּכָל־גְּבֻלְךָ֖ שִׁבְעַ֣ת יָמִ֑ים וְלֹא־יָלִ֣ין מִן־הַבָּשָׂ֗ר אֲשֶׁ֨ר תִּזְבַּ֥ח בָּעֶ֛רֶב בַּיֹּ֥ום הָרִאשֹׁ֖ון לַבֹּֽקֶר׃ 
ב.ה.ערב.ב.ה.ערב,ב.ב,1,,,2_Chronicles 13:11,בָּעֶ֣רֶב בָּעֶ֔רֶב ,897863,וּמַקְטִרִ֣ים לַיהוָ֡ה עֹלֹ֣ות בַּבֹּֽקֶר־בַּבֹּ֣קֶר וּבָעֶֽרֶב־בָּעֶ֣רֶב וּקְטֹֽרֶת־סַמִּים֩ וּמַעֲרֶ֨כֶת לֶ֜חֶם עַל־הַשֻּׁלְחָ֣ן הַטָּהֹ֗ור וּמְנֹורַ֨ת הַזָּהָ֤ב וְנֵרֹתֶ֨יהָ֙ לְבָעֵר֙ בָּעֶ֣רֶב בָּעֶ֔רֶב כִּֽי־שֹׁמְרִ֣ים אֲנַ֔חְנוּ אֶת־מִשְׁמֶ֖רֶת יְהוָ֣ה אֱלֹהֵ֑ינוּ וְאַתֶּ֖ם עֲזַבְתֶּ֥ם אֹתֹֽו׃ 
ב.ה.עשׂור.ל.ה.חדשׁ,ב,2,,,Ezekiel 20:1,בֶּעָשֹׂ֣ור לַחֹ֔דֶשׁ ,812473,וַיְהִ֣י׀ בַּשָּׁנָ֣ה הַשְּׁבִיעִ֗ית בַּֽחֲמִשִׁי֙ בֶּעָשֹׂ֣ור לַחֹ֔דֶשׁ בָּ֧אוּ אֲנָשִׁ֛ים מִזִּקְנֵ֥י יִשְׂרָאֵ֖ל לִדְרֹ֣שׁ אֶת־יְהוָ֑ה וַיֵּשְׁב֖וּ לְפָנָֽי׃ ס 
ב.ה.עשׂור.ל.ה.חדשׁ.ה.ראשׁון,ב,1,,,Joshua 4:19,בֶּעָשֹׂ֖ור לַחֹ֣דֶשׁ הָרִאשֹׁ֑ון ,716790,וְהָעָ֗ם עָלוּ֙ מִן־הַיַּרְדֵּ֔ן בֶּעָשֹׂ֖ור לַחֹ֣דֶשׁ הָרִאשֹׁ֑ון וַֽיַּחֲנוּ֙ בַּגִּלְגָּ֔ל בִּקְצֵ֖ה מִזְרַ֥ח יְרִיחֹֽו׃ 
ב.ה.עשׂור.ל.ה.חדשׁ.ה.שׁביעי.ה.זה,ב,1,,,Numbers 29:7,בֶעָשֹׂור֩ לַחֹ֨דֶשׁ הַשְּׁבִיעִ֜י הַזֶּ֗ה ,701827,וּבֶעָשֹׂור֩ לַחֹ֨דֶשׁ הַשְּׁבִיעִ֜י הַזֶּ֗ה מִֽקְרָא־קֹ֨דֶשׁ֙ יִהְיֶ֣ה לָכֶ֔ם וְעִנִּיתֶ֖ם אֶת־נַפְשֹׁתֵיכֶ֑ם כָּל־מְלָאכָ֖ה לֹ֥א תַעֲשֽׂוּ׃ 
ב.ה.עשׂרי,ב,2,,,Ezekiel 33:21,בָּעֲשִׂרִ֛י ,817342,וַיְהִ֞י בִּשְׁתֵּ֧י עֶשְׂרֵ֣ה שָׁנָ֗ה בָּעֲשִׂרִ֛י בַּחֲמִשָּׁ֥ה לַחֹ֖דֶשׁ לְגָלוּתֵ֑נוּ בָּא־אֵלַ֨י הַפָּלִ֧יט מִירוּשָׁלִַ֛ם לֵאמֹ֖ר הֻכְּתָ֥ה הָעִֽיר׃ 
ב.ה.עת,ב,1,,,Ecclesiastes 10:17,בָּעֵ֣ת ,872249,אַשְׁרֵ֣יךְ אֶ֔רֶץ שֶׁמַּלְכֵּ֖ךְ בֶּן־חֹורִ֑ים וְשָׂרַ֨יִךְ֙ בָּעֵ֣ת יֹאכֵ֔לוּ בִּגְבוּרָ֖ה וְלֹ֥א בַשְּׁתִֽי׃ 
ב.ה.עת.ה.הוא,ב,19,,,Deuteronomy 10:1,בָּעֵ֨ת הַהִ֜וא ,707694,בָּעֵ֨ת הַהִ֜וא אָמַ֧ר יְהוָ֣ה אֵלַ֗י פְּסָל־לְךָ֞ שְׁנֵֽי־לוּחֹ֤ת אֲבָנִים֙ כָּרִ֣אשֹׁנִ֔ים וַעֲלֵ֥ה אֵלַ֖י הָהָ֑רָה וְעָשִׂ֥יתָ לְּךָ֖ אֲרֹ֥ון עֵֽץ׃ 
ב.ה.עת.ה.היא,ב,39,,,1_Kings 11:29,בָּעֵ֣ת הַהִ֔יא ,758370,וַֽיְהִי֙ בָּעֵ֣ת הַהִ֔יא וְיָֽרָבְעָ֖ם יָצָ֣א מִירוּשָׁלִָ֑ם וַיִּמְצָ֣א אֹתֹ֡ו אֲחִיָּה֩ הַשִּׁילֹנִ֨י הַנָּבִ֜יא בַּדֶּ֗רֶךְ וְה֤וּא מִתְכַּסֶּה֙ בְּשַׂלְמָ֣ה חֲדָשָׁ֔ה וּשְׁנֵיהֶ֥ם לְבַדָּ֖ם בַּשָּׂדֶֽה׃ 
ב.ה.עתים,ב,1,,,Daniel 11:6,בָּעִתִּֽים׃ ,880624,וּלְקֵ֤ץ שָׁנִים֙ יִתְחַבָּ֔רוּ וּבַ֣ת מֶֽלֶךְ־הַנֶּ֗גֶב תָּבֹוא֙ אֶל־מֶ֣לֶךְ הַצָּפֹ֔ון לַעֲשֹׂ֖ות מֵישָׁרִ֑ים וְלֹֽא־תַעְצֹ֞ר כֹּ֣וחַ הַזְּרֹ֗ועַ וְלֹ֤א יַעֲמֹד֙ וּזְרֹעֹ֔ו וְתִנָּתֵ֨ן הִ֤יא וּמְבִיאֶ֨יהָ֙ וְהַיֹּ֣לְדָ֔הּ וּמַחֲזִקָ֖הּ בָּעִתִּֽים׃ 
ב.ה.עתים.ה.הם,ב,2,,,2_Chronicles 15:5,בָעִתִּ֣ים הָהֵ֔ם ,898223,וּבָעִתִּ֣ים הָהֵ֔ם אֵ֥ין שָׁלֹ֖ום לַיֹּוצֵ֣א וְלַבָּ֑א כִּ֚י מְהוּמֹ֣ת רַבֹּ֔ות עַ֥ל כָּל־יֹושְׁבֵ֖י הָאֲרָצֹֽות׃ 
ב.ה.פעם.ה.זאת,ב,2,,,Jeremiah 10:18,בַּפַּ֣עַם הַזֹּ֑את ,792749,כִּֽי־כֹה֙ אָמַ֣ר יְהוָ֔ה הִנְנִ֥י קֹולֵ֛עַ אֶת־יֹושְׁבֵ֥י הָאָ֖רֶץ בַּפַּ֣עַם הַזֹּ֑את וַהֲצֵרֹ֥ותִי לָהֶ֖ם לְמַ֥עַן יִמְצָֽאוּ׃ ס 
ב.ה.פעם.ה.שׁביעית,ב,1,,,Joshua 6:16,בַּפַּ֣עַם הַשְּׁבִיעִ֔ית ,717299,וַיְהִי֙ בַּפַּ֣עַם הַשְּׁבִיעִ֔ית תָּקְע֥וּ הַכֹּהֲנִ֖ים בַּשֹּׁופָרֹ֑ות וַיֹּ֨אמֶר יְהֹושֻׁ֤עַ אֶל־הָעָם֙ הָרִ֔יעוּ כִּֽי־נָתַ֧ן יְהוָ֛ה לָכֶ֖ם אֶת־הָעִֽיר׃ 
ב.ה.צהרים,ב,11,,,Zephaniah 2:4,בַּֽצָּהֳרַ֨יִם֙ ,831038,כִּ֤י עַזָּה֙ עֲזוּבָ֣ה תִֽהְיֶ֔ה וְאַשְׁקְלֹ֖ון לִשְׁמָמָ֑ה אַשְׁדֹּ֗וד בַּֽצָּהֳרַ֨יִם֙ יְגָ֣רְשׁ֔וּהָ וְעֶקְרֹ֖ון תֵּעָקֵֽר׃ ס 
ב.ה.קיץ,ב,3,,,Proverbs 10:5,בַּ֭קַּיִץ ,863058,אֹגֵ֣ר בַּ֭קַּיִץ בֵּ֣ן מַשְׂכִּ֑יל נִרְדָּ֥ם בַּ֝קָּצִ֗יר בֵּ֣ן מֵבִֽישׁ׃ 
ב.ה.קציר,ב,2,,,Proverbs 6:8,בַ֝קָּצִ֗יר ,862331,תָּכִ֣ין בַּקַּ֣יִץ לַחְמָ֑הּ אָגְרָ֥ה בַ֝קָּצִ֗יר מַאֲכָלָֽהּ׃ 
ב.ה.ראשׁון,ב,3,,,Ezekiel 30:20,בָּֽרִאשֹׁ֖ון ,816352,וַיְהִ֗י בְּאַחַ֤ת עֶשְׂרֵה֙ שָׁנָ֔ה בָּֽרִאשֹׁ֖ון בְּשִׁבְעָ֣ה לַחֹ֑דֶשׁ הָיָ֥ה דְבַר־יְהוָ֖ה אֵלַ֥י לֵאמֹֽר׃ 
ב.ה.ראשׁון.ב.אחד.ל.ה.חדשׁ,ב,1,,,Ezekiel 45:18,בָּֽרִאשֹׁון֙ בְּאֶחָ֣ד לַחֹ֔דֶשׁ ,821535,כֹּה־אָמַר֮ אֲדֹנָ֣י יְהוִה֒ בָּֽרִאשֹׁון֙ בְּאֶחָ֣ד לַחֹ֔דֶשׁ תִּקַּ֥ח פַּר־בֶּן־בָּקָ֖ר תָּמִ֑ים וְחִטֵּאתָ֖ אֶת־הַמִּקְדָּֽשׁ׃ 
ב.ה.ראשׁון.ב.ארבעה.עשׂר.יום.ל.ה.חדשׁ,ב,2,,,Ezekiel 45:21,בָּ֠רִאשֹׁון בְּאַרְבָּעָ֨ה עָשָׂ֥ר יֹום֙ לַחֹ֔דֶשׁ ,821556,בָּ֠רִאשֹׁון בְּאַרְבָּעָ֨ה עָשָׂ֥ר יֹום֙ לַחֹ֔דֶשׁ יִהְיֶ֥ה לָכֶ֖ם הַפָּ֑סַח חָ֕ג שְׁבֻעֹ֣ות יָמִ֔ים מַצֹּ֖ות יֵאָכֵֽל׃ 
ב.ה.ראשׁונה,ב,2,,,Jeremiah 7:12,בָּרִֽאשֹׁונָ֑ה ,791629,כִּ֣י לְכוּ־נָ֗א אֶל־מְקֹומִי֙ אֲשֶׁ֣ר בְּשִׁילֹ֔ו אֲשֶׁ֨ר שִׁכַּ֧נְתִּֽי שְׁמִ֛י שָׁ֖ם בָּרִֽאשֹׁונָ֑ה וּרְאוּ֙ אֵ֣ת אֲשֶׁר־עָשִׂ֣יתִי לֹ֔ו מִפְּנֵ֕י רָעַ֖ת עַמִּ֥י יִשְׂרָאֵֽל׃ 
ב.ה.ראשׁנה,ב,7,,,Joshua 8:33,בָּרִאשֹׁנָֽה׃ ,718365,וְכָל־יִשְׂרָאֵ֡ל וּזְקֵנָ֡יו וְשֹׁטְרִ֣ים׀ וְשֹׁפְטָ֡יו עֹמְדִ֣ים מִזֶּ֣ה׀ וּמִזֶּ֣ה׀ לָאָרֹ֡ון נֶגֶד֩ הַכֹּהֲנִ֨ים הַלְוִיִּ֜ם נֹשְׂאֵ֣י׀ אֲרֹ֣ון בְּרִית־יְהוָ֗ה כַּגֵּר֙ כָּֽאֶזְרָ֔ח חֶצְיֹו֙ אֶל־מ֣וּל הַר־גְּרִזִ֔ים וְהַֽחֶצְיֹ֖ו אֶל־מ֣וּל הַר־עֵיבָ֑ל כַּאֲשֶׁ֨ר צִוָּ֜ה מֹשֶׁ֣ה עֶֽבֶד־יְהוָ֗ה לְבָרֵ֛ךְ אֶת־הָעָ֥ם יִשְׂרָאֵ֖ל בָּרִאשֹׁנָֽה׃ 
ב.ה.רביעי,ב,1,,,Ezekiel 1:1,בָּֽרְבִיעִי֙ ,806721,וַיְהִ֣י׀ בִּשְׁלֹשִׁ֣ים שָׁנָ֗ה בָּֽרְבִיעִי֙ בַּחֲמִשָּׁ֣ה לַחֹ֔דֶשׁ וַאֲנִ֥י בְתֹֽוךְ־הַגֹּולָ֖ה עַל־נְהַר־כְּבָ֑ר נִפְתְּחוּ֙ הַשָּׁמַ֔יִם וָאֶרְאֶ֖ה מַרְאֹ֥ות אֱלֹהִֽים׃ 
ב.ה.שׁביעי.ב.חמשׁה.עשׂר.יום.ל.ה.חדשׁ,ב,1,,,Ezekiel 45:25,בַּשְּׁבִיעִ֡י בַּחֲמִשָּׁה֩ עָשָׂ֨ר יֹ֤ום לַחֹ֨דֶשׁ֙ ,821587,בַּשְּׁבִיעִ֡י בַּחֲמִשָּׁה֩ עָשָׂ֨ר יֹ֤ום לַחֹ֨דֶשׁ֙ בֶּחָ֔ג יַעֲשֶׂ֥ה כָאֵ֖לֶּה שִׁבְעַ֣ת הַיָּמִ֑ים כַּֽחַטָּאת֙ כָּעֹלָ֔ה וְכַמִּנְחָ֖ה וְכַשָּֽׁמֶן׃ ס 
ב.ה.שׁביעי.ב.עשׂרים.ו.אחד.ל.ה.חדשׁ,ב,1,,,Haggai 2:1,בַּשְּׁבִיעִ֕י בְּעֶשְׂרִ֥ים וְאֶחָ֖ד לַחֹ֑דֶשׁ ,831566,בַּשְּׁבִיעִ֕י בְּעֶשְׂרִ֥ים וְאֶחָ֖ד לַחֹ֑דֶשׁ הָיָה֙ דְּבַר־יְהוָ֔ה בְּיַד־חַגַּ֥י הַנָּבִ֖יא לֵאמֹֽר׃ 
ב.ה.שׁבעת,ב,1,,,Exodus 21:2,בַ֨שְּׁבִעִ֔ת ,676319,כִּ֤י תִקְנֶה֙ עֶ֣בֶד עִבְרִ֔י שֵׁ֥שׁ שָׁנִ֖ים יַעֲבֹ֑ד וּבַ֨שְּׁבִעִ֔ת יֵצֵ֥א לַֽחָפְשִׁ֖י חִנָּֽם׃ 
ב.ה.שׁבת,ב,2,,,Nehemiah 13:15,בַּשַּׁבָּ֡ת ,887176,בַּיָּמִ֣ים הָהֵ֡מָּה רָאִ֣יתִי בִֽיהוּדָ֣ה׀ דֹּֽרְכִֽים־גִּתֹּ֣ות׀ בַּשַּׁבָּ֡ת וּמְבִיאִ֣ים הָעֲרֵמֹ֣ות וְֽעֹמְסִ֪ים עַל־הַחֲמֹרִ֟ים וְאַף־יַ֜יִן עֲנָבִ֤ים וּתְאֵנִים֙ וְכָל־מַשָּׂ֔א וּמְבִיאִ֥ים יְרוּשָׁלִַ֖ם בְּיֹ֣ום הַשַּׁבָּ֑ת וָאָעִ֕יד בְּיֹ֖ום מִכְרָ֥ם צָֽיִד׃ 
ב.ה.שׁבת.ו.ב.יום.קדשׁ,ב.ב,1,,,Nehemiah 10:32,בַּשַּׁבָּ֖ת וּבְיֹ֣ום קֹ֑דֶשׁ ,886483,וְעַמֵּ֣י הָאָ֡רֶץ הַֽמְבִיאִים֩ אֶת־הַמַּקָּחֹ֨ות וְכָל־שֶׁ֜בֶר בְּיֹ֤ום הַשַּׁבָּת֙ לִמְכֹּ֔ור לֹא־נִקַּ֥ח מֵהֶ֛ם בַּשַּׁבָּ֖ת וּבְיֹ֣ום קֹ֑דֶשׁ וְנִטֹּ֛שׁ אֶת־הַשָּׁנָ֥ה הַשְּׁבִיעִ֖ית וּמַשָּׁ֥א כָל־יָֽד׃ 
ב.ה.שׁבתות.ו.ב.ה.חדשׁים,ב.ב,1,,,Ezekiel 46:3,בַּשַּׁבָּתֹ֖ות וּבֶחֳדָשִׁ֑ים ,821634,וְהִשְׁתַּחֲו֣וּ עַם־הָאָ֗רֶץ פֶּ֚תַח הַשַּׁ֣עַר הַה֔וּא בַּשַּׁבָּתֹ֖ות וּבֶחֳדָשִׁ֑ים לִפְנֵ֖י יְהוָֽה׃ 
ב.ה.שׁחר,ב,1,,,Hosea 10:15,בַּשַּׁ֕חַר ,824185,כָּ֗כָה עָשָׂ֤ה לָכֶם֙ בֵּֽית־אֵ֔ל מִפְּנֵ֖י רָעַ֣ת רָֽעַתְכֶ֑ם בַּשַּׁ֕חַר נִדְמֹ֥ה נִדְמָ֖ה מֶ֥לֶךְ יִשְׂרָאֵֽל׃ 
ב.ה.שׁלישׁי,ב,1,,,Ezekiel 31:1,בַּשְּׁלִישִׁ֖י ,816441,וַיְהִ֗י בְּאַחַ֤ת עֶשְׂרֵה֙ שָׁנָ֔ה בַּשְּׁלִישִׁ֖י בְּאֶחָ֣ד לַחֹ֑דֶשׁ הָיָ֥ה דְבַר־יְהוָ֖ה אֵלַ֥י לֵאמֹֽר׃ 
ב.ה.שׁמים.ו.ב.ה.ארץ,ב.ב,1,,,Psalms 113:6,בַּשָּׁמַ֥יִם וּבָאָֽרֶץ׃ ,849296,הַֽמַּשְׁפִּילִ֥י לִרְאֹ֑ות בַּשָּׁמַ֥יִם וּבָאָֽרֶץ׃ 
ב.ה.שׁנה,ב,4,,,Exodus 23:14,בַּשָּׁנָֽה׃ ,677180,שָׁלֹ֣שׁ רְגָלִ֔ים תָּחֹ֥ג לִ֖י בַּשָּׁנָֽה׃ 
ב.ה.שׁנה.ה.אחת.עשׂרה.ב.ירח.בול,ב,1,,,1_Kings 6:38,בַשָּׁנָה֩ הָאַחַ֨ת עֶשְׂרֵ֜ה בְּיֶ֣רַח בּ֗וּל ,756022,וּבַשָּׁנָה֩ הָאַחַ֨ת עֶשְׂרֵ֜ה בְּיֶ֣רַח בּ֗וּל ה֚וּא הַחֹ֣דֶשׁ הַשְּׁמִינִ֔י כָּלָ֣ה הַבַּ֔יִת לְכָל־דְּבָרָ֖יו וּלְכָל־מִשְׁפָּטָ֑יו וַיִּבְנֵ֖הוּ שֶׁ֥בַע שָׁנִֽים׃ 
ב.ה.שׁנה.ה.הוא,ב,2,,,Genesis 26:12,בַּשָּׁנָ֥ה הַהִ֖וא ,659373,וַיִּזְרַ֤ע יִצְחָק֙ בָּאָ֣רֶץ הַהִ֔וא וַיִּמְצָ֛א בַּשָּׁנָ֥ה הַהִ֖וא מֵאָ֣ה שְׁעָרִ֑ים וַֽיְבָרֲכֵ֖הוּ יְהוָֽה׃ 
