token,(n)heads_token,freq,mark,note,ex_ref,ex,ex_node,ex_verse
אחרי.אבימלך,אבימלך,1,,,Judges 10:1,אַחֲרֵ֨י אֲבִימֶ֜לֶךְ ,726943,וַיָּקָם֩ אַחֲרֵ֨י אֲבִימֶ֜לֶךְ לְהֹושִׁ֣יעַ אֶת־יִשְׂרָאֵ֗ל תֹּולָ֧ע בֶּן־פּוּאָ֛ה בֶּן־דֹּודֹ֖ו אִ֣ישׁ יִשָּׂשכָ֑ר וְהֽוּא־יֹשֵׁ֥ב בְּשָׁמִ֖יר בְּהַ֥ר אֶפְרָֽיִם׃ 
אחרי.דברי,דברי,1,,,Job 29:22,אַחֲרֵ֣י דְ֭בָרִי ,858469,אַחֲרֵ֣י דְ֭בָרִי לֹ֣א יִשְׁנ֑וּ וְ֝עָלֵ֗ימֹו תִּטֹּ֥ף מִלָּתִֽי׃ 
אחרי.ה.דברים.ה.אלה,דברים,3,,,Genesis 22:20,אַחֲרֵי֙ הַדְּבָרִ֣ים הָאֵ֔לֶּה ,657783,וַיְהִ֗י אַחֲרֵי֙ הַדְּבָרִ֣ים הָאֵ֔לֶּה וַיֻּגַּ֥ד לְאַבְרָהָ֖ם לֵאמֹ֑ר הִ֠נֵּה יָלְדָ֨ה מִלְכָּ֥ה גַם־הִ֛וא בָּנִ֖ים לְנָחֹ֥ור אָחִֽיךָ׃ 
אחרי.ה.דברים.ו.ה.אמת.ה.אלה,דברים.אמת,1,,,2_Chronicles 32:1,אַחֲרֵ֨י הַדְּבָרִ֤ים וְהָאֱמֶת֙ הָאֵ֔לֶּה ,902986,אַחֲרֵ֨י הַדְּבָרִ֤ים וְהָאֱמֶת֙ הָאֵ֔לֶּה בָּ֖א סַנְחֵרִ֣יב מֶֽלֶךְ־אַשּׁ֑וּר וַיָּבֹ֣א בִֽיהוּדָ֗ה וַיִּ֨חַן֙ עַל־הֶעָרִ֣ים הַבְּצֻרֹ֔ות וַיֹּ֖אמֶר לְבִקְעָ֥ם אֵלָֽיו׃ 
אחרי.ה.ימים.ה.הם,ימים,1,,,Jeremiah 31:33,אַחֲרֵ֨י הַיָּמִ֤ים הָהֵם֙ ,799270,כִּ֣י זֹ֣את הַבְּרִ֡ית אֲשֶׁ֣ר אֶכְרֹת֩ אֶת־בֵּ֨ית יִשְׂרָאֵ֜ל אַחֲרֵ֨י הַיָּמִ֤ים הָהֵם֙ נְאֻם־יְהוָ֔ה נָתַ֤תִּי אֶת־תֹּֽורָתִי֙ בְּקִרְבָּ֔ם וְעַל־לִבָּ֖ם אֶכְתֲּבֶ֑נָּה וְהָיִ֤יתִי לָהֶם֙ לֵֽאלֹהִ֔ים וְהֵ֖מָּה יִֽהְיוּ־לִ֥י לְעָֽם׃ 
אחרי.ה.מגפה,מגפה,1,,,Numbers 25:19,אַחֲרֵ֣י הַמַּגֵּפָ֑ה׃ פ ,700987,וַיְהִ֖י אַחֲרֵ֣י הַמַּגֵּפָ֑ה׃ פ 
אחרי.ה.שׁבעים.שׁשׁים.ו.שׁנים,שׁבעים,1,,,Daniel 9:26,אַחֲרֵ֤י הַשָּׁבֻעִים֙ שִׁשִּׁ֣ים וּשְׁנַ֔יִם ,880181,וְאַחֲרֵ֤י הַשָּׁבֻעִים֙ שִׁשִּׁ֣ים וּשְׁנַ֔יִם יִכָּרֵ֥ת מָשִׁ֖יחַ וְאֵ֣ין לֹ֑ו וְהָעִ֨יר וְהַקֹּ֜דֶשׁ יַ֠שְׁחִית עַ֣ם נָגִ֤יד הַבָּא֙ וְקִצֹּ֣ו בַשֶּׁ֔טֶף וְעַד֙ קֵ֣ץ מִלְחָמָ֔ה נֶחֱרֶ֖צֶת שֹׁמֵמֹֽות׃ 
אחרי.זאת,זאת,2,,,Ezra 9:10,אַֽחֲרֵי־זֹ֑את ,883271,וְעַתָּ֛ה מַה־נֹּאמַ֥ר אֱלֹהֵ֖ינוּ אַֽחֲרֵי־זֹ֑את כִּ֥י עָזַ֖בְנוּ מִצְוֹתֶֽיךָ׃ 
אחרי.טהרתו,טהרתו,2,,,Ezekiel 44:26,אַחֲרֵ֖י טָֽהֳרָתֹ֑ו ,821319,וְאַחֲרֵ֖י טָֽהֳרָתֹ֑ו שִׁבְעַ֥ת יָמִ֖ים יִסְפְּרוּ־לֹֽו׃ 
אחרי.יהושׁע,יהושׁע,1,,,Joshua 24:31,אַחֲרֵ֣י יְהֹושֻׁ֔עַ ,722876,וַיַּעֲבֹ֤ד יִשְׂרָאֵל֙ אֶת־יְהוָ֔ה כֹּ֖ל יְמֵ֣י יְהֹושֻׁ֑עַ וְכֹ֣ל׀ יְמֵ֣י הַזְּקֵנִ֗ים אֲשֶׁ֨ר הֶאֱרִ֤יכוּ יָמִים֙ אַחֲרֵ֣י יְהֹושֻׁ֔עַ וַאֲשֶׁ֣ר יָדְע֗וּ אֵ֚ת כָּל־מַעֲשֵׂ֣ה יְהוָ֔ה אֲשֶׁ֥ר עָשָׂ֖ה לְיִשְׂרָאֵֽל׃ 
אחרי.כל.זאת,זאת,2,,,2_Chronicles 35:20,אַחֲרֵ֣י כָל־זֹ֗את ,904373,אַחֲרֵ֣י כָל־זֹ֗את אֲשֶׁ֨ר הֵכִ֤ין יֹֽאשִׁיָּ֨הוּ֙ אֶת־הַבַּ֔יִת עָלָ֞ה נְכֹ֧ו מֶֽלֶךְ־מִצְרַ֛יִם לְהִלָּחֵ֥ם בְּכַרְכְּמִ֖ישׁ עַל־פְּרָ֑ת וַיֵּצֵ֥א לִקְרָאתֹ֖ו יֹאשִׁיָּֽהוּ׃ 
אחרי.כל.רעתך,רעתך,1,,,Ezekiel 16:23,אַחֲרֵ֖י כָּל־רָעָתֵ֑ךְ ,811050,וַיְהִ֕י אַחֲרֵ֖י כָּל־רָעָתֵ֑ךְ אֹ֣וי אֹ֣וי לָ֔ךְ נְאֻ֖ם אֲדֹנָ֥י יְהוִֽה׃ 
אחרי.כן,כן,47,,,2_Samuel 10:1,אַֽחֲרֵי־כֵ֔ן ,746645,וַֽיְהִי֙ אַֽחֲרֵי־כֵ֔ן וַיָּ֕מָת מֶ֖לֶךְ בְּנֵ֣י עַמֹּ֑ון וַיִּמְלֹ֛ךְ חָנ֥וּן בְּנֹ֖ו תַּחְתָּֽיו׃ 
אחרי.מות.אביו,מות,1,,,2_Chronicles 22:4,אַחֲרֵ֛י מֹ֥ות אָבִ֖יו ,900125,וַיַּ֧עַשׂ הָרַ֛ע בְּעֵינֵ֥י יְהוָ֖ה כְּבֵ֣ית אַחְאָ֑ב כִּי־הֵ֜מָּה הָֽיוּ־לֹ֣ו יֹֽועֲצִ֗ים אַחֲרֵ֛י מֹ֥ות אָבִ֖יו לְמַשְׁחִ֥ית לֹֽו׃ 
אחרי.מות.אברהם,מות,2,,,Genesis 25:11,אַחֲרֵי֙ מֹ֣ות אַבְרָהָ֔ם ,658967,וַיְהִ֗י אַחֲרֵי֙ מֹ֣ות אַבְרָהָ֔ם וַיְבָ֥רֶךְ אֱלֹהִ֖ים אֶת־יִצְחָ֣ק בְּנֹ֑ו וַיֵּ֣שֶׁב יִצְחָ֔ק עִם־בְּאֵ֥ר לַחַ֖י רֹאִֽי׃ ס 
אחרי.מות.אחאב,מות,1,,,2_Kings 1:1,אַחֲרֵ֖י מֹ֥ות אַחְאָֽב׃ ,764070,וַיִּפְשַׁ֤ע מֹואָב֙ בְּיִשְׂרָאֵ֔ל אַחֲרֵ֖י מֹ֥ות אַחְאָֽב׃ 
אחרי.מות.אישׁך,מות,1,,,Ruth 2:11,אַחֲרֵ֖י מֹ֣ות אִישֵׁ֑ךְ ,868012,וַיַּ֤עַן בֹּ֨עַז֙ וַיֹּ֣אמֶר לָ֔הּ הֻגֵּ֨ד הֻגַּ֜ד לִ֗י כֹּ֤ל אֲשֶׁר־עָשִׂית֙ אֶת־חֲמֹותֵ֔ךְ אַחֲרֵ֖י מֹ֣ות אִישֵׁ֑ךְ וַתַּֽעַזְבִ֞י אָבִ֣יךְ וְאִמֵּ֗ךְ וְאֶ֨רֶץ֙ מֹֽולַדְתֵּ֔ךְ וַתֵּ֣לְכִ֔י אֶל־עַ֕ם אֲשֶׁ֥ר לֹא־יָדַ֖עַתְּ תְּמֹ֥ול שִׁלְשֹֽׁום׃ 
אחרי.מות.ה.כהן.ה.גדל,מות,1,,,Numbers 35:28,אַחֲרֵ֥י מֹות֙ הַכֹּהֵ֣ן הַגָּדֹ֔ל ,703972,כִּ֣י בְעִ֤יר מִקְלָטֹו֙ יֵשֵׁ֔ב עַד־מֹ֖ות הַכֹּהֵ֣ן הַגָּדֹ֑ל וְאַחֲרֵ֥י מֹות֙ הַכֹּהֵ֣ן הַגָּדֹ֔ל יָשׁוּב֙ הָרֹצֵ֔חַ אֶל־אֶ֖רֶץ אֲחֻזָּתֹֽו׃ 
אחרי.מות.יהואשׁ.בן.יהואחז.מלך.ישׂראל,מות,1,,,2_Kings 14:17,אַֽחֲרֵ֣י מֹ֔ות יְהֹואָ֥שׁ בֶּן־יְהֹֽואָחָ֖ז מֶ֣לֶךְ יִשְׂרָאֵ֑ל ,769893,וַיְחִ֨י אֲמַצְיָ֤הוּ בֶן־יֹואָשׁ֙ מֶ֣לֶךְ יְהוּדָ֔ה אַֽחֲרֵ֣י מֹ֔ות יְהֹואָ֥שׁ בֶּן־יְהֹֽואָחָ֖ז מֶ֣לֶךְ יִשְׂרָאֵ֑ל חֲמֵ֥שׁ עֶשְׂרֵ֖ה שָׁנָֽה׃ 
אחרי.מות.יהוידע,מות,1,,,2_Chronicles 24:17,אַֽחֲרֵ֥י מֹות֙ יְהֹ֣ויָדָ֔ע ,900739,וְאַֽחֲרֵ֥י מֹות֙ יְהֹ֣ויָדָ֔ע בָּ֚אוּ שָׂרֵ֣י יְהוּדָ֔ה וַיִּֽשְׁתַּחֲו֖וּ לַמֶּ֑לֶךְ אָ֛ז שָׁמַ֥ע הַמֶּ֖לֶךְ אֲלֵיהֶֽם׃ 
אחרי.מות.יהושׁע,מות,1,,,Judges 1:1,אַחֲרֵי֙ מֹ֣ות יְהֹושֻׁ֔עַ ,722914,וַיְהִ֗י אַחֲרֵי֙ מֹ֣ות יְהֹושֻׁ֔עַ וַֽיִּשְׁאֲלוּ֙ בְּנֵ֣י יִשְׂרָאֵ֔ל בַּיהוָ֖ה לֵאמֹ֑ר מִ֣י יַעֲלֶה־לָּ֧נוּ אֶל־הַֽכְּנַעֲנִ֛י בַּתְּחִלָּ֖ה לְהִלָּ֥חֶם בֹּֽו׃ 
אחרי.מות.יואשׁ.בן.יהואחז.מלך.ישׂראל,מות,1,,,2_Chronicles 25:25,אַחֲרֵ֣י מֹ֔ות יֹואָ֥שׁ בֶּן־יְהֹואָחָ֖ז מֶ֣לֶךְ יִשְׂרָאֵ֑ל ,901275,וַיְחִ֨י אֲמַצְיָ֤הוּ בֶן־יֹואָשׁ֙ מֶ֣לֶךְ יְהוּדָ֔ה אַחֲרֵ֣י מֹ֔ות יֹואָ֥שׁ בֶּן־יְהֹואָחָ֖ז מֶ֣לֶךְ יִשְׂרָאֵ֑ל חֲמֵ֥שׁ עֶשְׂרֵ֖ה שָׁנָֽה׃ 
אחרי.מות.משׁה.עבד.יהוה,מות,1,,,Joshua 1:1,אַחֲרֵ֛י מֹ֥ות מֹשֶׁ֖ה עֶ֣בֶד יְהוָ֑ה ,715737,וַיְהִ֗י אַחֲרֵ֛י מֹ֥ות מֹשֶׁ֖ה עֶ֣בֶד יְהוָ֑ה וַיֹּ֤אמֶר יְהוָה֙ אֶל־יְהֹושֻׁ֣עַ בִּן־נ֔וּן מְשָׁרֵ֥ת מֹשֶׁ֖ה לֵאמֹֽר׃ 
אחרי.מות.שׁאול,מות,1,,,2_Samuel 1:1,אַֽחֲרֵי֙ מֹ֣ות שָׁא֔וּל ,743799,וַיְהִ֗י אַֽחֲרֵי֙ מֹ֣ות שָׁא֔וּל וְדָוִ֣ד שָׁ֔ב מֵהַכֹּ֖ות אֶת־הָעֲמָלֵ֑ק וַיֵּ֧שֶׁב דָּוִ֛ד בְּצִקְלָ֖ג יָמִ֥ים שְׁנָֽיִם׃ 
אחרי.מות.שׁני.בני.אהרן,מות,1,,,Leviticus 16:1,אַחֲרֵ֣י מֹ֔ות שְׁנֵ֖י בְּנֵ֣י אַהֲרֹ֑ן ,687936,וַיְדַבֵּ֤ר יְהוָה֙ אֶל־מֹשֶׁ֔ה אַחֲרֵ֣י מֹ֔ות שְׁנֵ֖י בְּנֵ֣י אַהֲרֹ֑ן בְּקָרְבָתָ֥ם לִפְנֵי־יְהוָ֖ה וַיָּמֻֽתוּ׃ 
אחרי.מותי,מותי,2,,,Deuteronomy 31:27,אַחֲרֵ֥י מֹותִֽי׃ ,714751,כִּ֣י אָנֹכִ֤י יָדַ֨עְתִּי֙ אֶֽת־מֶרְיְךָ֔ וְאֶֽת־עָרְפְּךָ֖ הַקָּשֶׁ֑ה הֵ֣ן בְּעֹודֶנִּי֩ חַ֨י עִמָּכֶ֜ם הַיֹּ֗ום מַמְרִ֤ים הֱיִתֶם֙ עִם־יְהֹוָ֔ה וְאַ֖ף כִּי־אַחֲרֵ֥י מֹותִֽי׃ 
אחרי.מתי,מתי,1,,,Jeremiah 13:27,אַחֲרֵ֥י מָתַ֖י ,793721,נִֽאֻפַ֤יִךְ וּמִצְהֲלֹותַ֨יִךְ֙ זִמַּ֣ת זְנוּתֵ֔ךְ עַל־גְּבָעֹות֙ בַּשָּׂדֶ֔ה רָאִ֖יתִי שִׁקּוּצָ֑יִךְ אֹ֥וי לָךְ֙ יְר֣וּשָׁלִַ֔ם לֹ֣א תִטְהֲרִ֔י אַחֲרֵ֥י מָתַ֖י עֹֽד׃ פ 
אחריה,,1,,,2_Chronicles 11:20,אַחֲרֶ֣יהָ ,897487,וְאַחֲרֶ֣יהָ לָקַ֔ח אֶֽת־מַעֲכָ֖ה בַּת־אַבְשָׁלֹ֑ום וַתֵּ֣לֶד לֹ֗ו אֶת־אֲבִיָּה֙ וְאֶת־עַתַּ֔י וְאֶת־זִיזָ֖א וְאֶת־שְׁלֹמִֽית׃ 
אחריהם,,2,,,2_Chronicles 11:16,אַחֲרֵיהֶ֗ם ,897453,וְאַחֲרֵיהֶ֗ם מִכֹּל֙ שִׁבְטֵ֣י יִשְׂרָאֵ֔ל הַנֹּֽתְנִים֙ אֶת־לְבָבָ֔ם לְבַקֵּ֕שׁ אֶת־יְהוָ֖ה אֱלֹהֵ֣י יִשְׂרָאֵ֑ל בָּ֚אוּ יְר֣וּשָׁלִַ֔ם לִזְבֹּ֕וחַ לַיהוָ֖ה אֱלֹהֵ֥י אֲבֹותֵיהֶֽם׃ 
אחריהן,,2,,,Genesis 41:27,אַחֲרֵיהֶ֗ן ,665677,וְשֶׁ֣בַע הַ֠פָּרֹות הָֽרַקֹּ֨ות וְהָרָעֹ֜ת הָעֹלֹ֣ת אַחֲרֵיהֶ֗ן שֶׁ֤בַע שָׁנִים֙ הֵ֔נָּה וְשֶׁ֤בַע הַֽשִׁבֳּלִים֙ הָרֵקֹ֔ות שְׁדֻפֹ֖ות הַקָּדִ֑ים יִהְי֕וּ שֶׁ֖בַע שְׁנֵ֥י רָעָֽב׃ 
אחריו,,22,,,Judges 12:13,אַחֲרָ֖יו ,727884,וַיִּשְׁפֹּ֥ט אַחֲרָ֖יו אֶת־יִשְׂרָאֵ֑ל עַבְדֹּ֥ון בֶּן־הִלֵּ֖ל הַפִּרְעָתֹונִֽי׃ 
אחריך,,2,,,2_Chronicles 1:12,אַחֲרֶ֖יךָ ,894747,הַֽחָכְמָ֥ה וְהַמַּדָּ֖ע נָת֣וּן לָ֑ךְ וְעֹ֨שֶׁר וּנְכָסִ֤ים וְכָבֹוד֙ אֶתֶּן־לָ֔ךְ אֲשֶׁ֣ר׀ לֹא־הָ֣יָה כֵ֗ן לַמְּלָכִים֙ אֲשֶׁ֣ר לְפָנֶ֔יךָ וְאַחֲרֶ֖יךָ לֹ֥א יִֽהְיֶה־כֵּֽן׃ 
אך.ב.ה.יום.ה.ראשׁון,יום,1,,,Exodus 12:15,אַ֚ךְ בַּיֹּ֣ום הָרִאשֹׁ֔ון ,673290,שִׁבְעַ֤ת יָמִים֙ מַצֹּ֣ות תֹּאכֵ֔לוּ אַ֚ךְ בַּיֹּ֣ום הָרִאשֹׁ֔ון תַּשְׁבִּ֥יתוּ שְּׂאֹ֖ר מִבָּתֵּיכֶ֑ם כִּ֣י׀ כָּל־אֹכֵ֣ל חָמֵ֗ץ וְנִכְרְתָ֞ה הַנֶּ֤פֶשׁ הַהִוא֙ מִיִּשְׂרָאֵ֔ל מִיֹּ֥ום הָרִאשֹׁ֖ן עַד־יֹ֥ום הַשְּׁבִעִֽי׃ 
אך.ב.ה.עשׂור.ל.ה.חדשׁ.ה.שׁביעי.ה.זה,עשׂור,1,,,Leviticus 23:27,אַ֡ךְ בֶּעָשֹׂ֣ור לַחֹדֶשׁ֩ הַשְּׁבִיעִ֨י הַזֶּ֜ה ,690405,אַ֡ךְ בֶּעָשֹׂ֣ור לַחֹדֶשׁ֩ הַשְּׁבִיעִ֨י הַזֶּ֜ה יֹ֧ום הַכִּפֻּרִ֣ים ה֗וּא מִֽקְרָא־קֹ֨דֶשׁ֙ יִהְיֶ֣ה לָכֶ֔ם וְעִנִּיתֶ֖ם אֶת־נַפְשֹׁתֵיכֶ֑ם וְהִקְרַבְתֶּ֥ם אִשֶּׁ֖ה לַיהוָֽה׃ 
אך.ב.חמשׁה.עשׂר.יום.ל.ה.חדשׁ.ה.שׁביעי,יום,1,,,Leviticus 23:39,אַ֡ךְ בַּחֲמִשָּׁה֩ עָשָׂ֨ר יֹ֜ום לַחֹ֣דֶשׁ הַשְּׁבִיעִ֗י ,690509,אַ֡ךְ בַּחֲמִשָּׁה֩ עָשָׂ֨ר יֹ֜ום לַחֹ֣דֶשׁ הַשְּׁבִיעִ֗י בְּאָסְפְּכֶם֙ אֶת־תְּבוּאַ֣ת הָאָ֔רֶץ תָּחֹ֥גּוּ אֶת־חַג־יְהוָ֖ה שִׁבְעַ֣ת יָמִ֑ים בַּיֹּ֤ום הָֽרִאשֹׁון֙ שַׁבָּתֹ֔ון וּבַיֹּ֥ום הַשְּׁמִינִ֖י שַׁבָּתֹֽון׃ 
אך.ב.ימיך,ימיך,1,,,1_Kings 11:12,אַךְ־בְּיָמֶ֨יךָ֙ ,758150,אַךְ־בְּיָמֶ֨יךָ֙ לֹ֣א אֶעֱשֶׂ֔נָּה לְמַ֖עַן דָּוִ֣ד אָבִ֑יךָ מִיַּ֥ד בִּנְךָ֖ אֶקְרָעֶֽנָּה׃ 
אל.קציר,קציר,1,,,2_Samuel 23:13,אֶל־קָצִיר֙ ,752821,וַיֵּרְד֨וּ שְׁלֹשָׁ֜ה מֵהַשְּׁלֹשִׁ֣ים רֹ֗אשׁ וַיָּבֹ֤אוּ אֶל־קָצִיר֙ אֶל־דָּוִ֔ד אֶל־מְעָרַ֖ת עֲדֻלָּ֑ם וְחַיַּ֣ת פְּלִשְׁתִּ֔ים חֹנָ֖ה בְּעֵ֥מֶק רְפָאִֽים׃ 
את.ארבעים.ה.יום.ו.את.ארבעים.ה.לילה,יום.לילה,1,,,Deuteronomy 9:25,אֵ֣ת אַרְבָּעִ֥ים הַיֹּ֛ום וְאֶת־אַרְבָּעִ֥ים הַלַּ֖יְלָה ,707641,וָֽאֶתְנַפַּ֞ל לִפְנֵ֣י יְהוָ֗ה אֵ֣ת אַרְבָּעִ֥ים הַיֹּ֛ום וְאֶת־אַרְבָּעִ֥ים הַלַּ֖יְלָה אֲשֶׁ֣ר הִתְנַפָּ֑לְתִּי כִּֽי־אָמַ֥ר יְהוָ֖ה לְהַשְׁמִ֥יד אֶתְכֶֽם׃ 
את.שׁבעת.ה.ימים,ימים,1,,,Exodus 13:7,אֵ֖ת שִׁבְעַ֣ת הַיָּמִ֑ים ,673775,מַצֹּות֙ יֵֽאָכֵ֔ל אֵ֖ת שִׁבְעַ֣ת הַיָּמִ֑ים וְלֹֽא־יֵרָאֶ֨ה לְךָ֜ חָמֵ֗ץ וְלֹֽא־יֵרָאֶ֥ה לְךָ֛ שְׂאֹ֖ר בְּכָל־גְּבֻלֶֽךָ׃ 
ב.אור.ה.בקר,אור,1,,,Micah 2:1,בְּאֹ֤ור הַבֹּ֨קֶר֙ ,828534,הֹ֧וי חֹֽשְׁבֵי־אָ֛וֶן וּפֹ֥עֲלֵי רָ֖ע עַל־מִשְׁכְּבֹותָ֑ם בְּאֹ֤ור הַבֹּ֨קֶר֙ יַעֲשׂ֔וּהָ כִּ֥י יֶשׁ־לְאֵ֖ל יָדָֽם׃ 
ב.אחד.ל.ה.חדשׁ,אחד,9,,,Deuteronomy 1:3,בְּאֶחָ֣ד לַחֹ֑דֶשׁ ,704212,וַיְהִי֙ בְּאַרְבָּעִ֣ים שָׁנָ֔ה בְּעַשְׁתֵּֽי־עָשָׂ֥ר חֹ֖דֶשׁ בְּאֶחָ֣ד לַחֹ֑דֶשׁ דִּבֶּ֤ר מֹשֶׁה֙ אֶל־בְּנֵ֣י יִשְׂרָאֵ֔ל כְּ֠כֹל אֲשֶׁ֨ר צִוָּ֧ה יְהוָ֛ה אֹתֹ֖ו אֲלֵהֶֽם׃ 
ב.אחד.ל.ה.חדשׁ.ה.חמישׁי,אחד,1,,,Ezra 7:9,בְאֶחָ֞ד לַחֹ֣דֶשׁ הַחֲמִישִׁ֗י ,882625,כִּ֗י בְּאֶחָד֙ לַחֹ֣דֶשׁ הָרִאשֹׁ֔ון ה֣וּא יְסֻ֔ד הַֽמַּעֲלָ֖ה מִבָּבֶ֑ל וּבְאֶחָ֞ד לַחֹ֣דֶשׁ הַחֲמִישִׁ֗י בָּ֚א אֶל־יְר֣וּשָׁלִַ֔ם כְּיַד־אֱלֹהָ֖יו הַטֹּובָ֥ה עָלָֽיו׃ 
