node,ref,head_voc,text,sentence,link
786075,Isa 52:4,רִאשֹׁון,בָרִֽאשֹׁנָ֖ה ,מִצְרַ֛יִם יָֽרַד־עַמִּ֥י בָרִֽאשֹׁנָ֖ה לָג֣וּר שָׁ֑ם ,https://shebanq.ancient-data.org/hebrew/text?book=Jesaia&chapter=52&verse=4&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
787539,Isa 59:10,צָהֳרַיִם,בַֽצָּהֳרַ֨יִם֙ ,כָּשַׁ֤לְנוּ בַֽצָּהֳרַ֨יִם֙ כַּנֶּ֔שֶׁף בָּאַשְׁמַנִּ֖ים כַּמֵּתִֽים׃ ,https://shebanq.ancient-data.org/hebrew/text?book=Jesaia&chapter=59&verse=10&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
788481,Isa 63:18,מִצְעָר,לַמִּצְעָ֕ר ,לַמִּצְעָ֕ר יָרְשׁ֖וּ עַם־קָדְשֶׁ֑ךָ ,https://shebanq.ancient-data.org/hebrew/text?book=Jesaia&chapter=63&verse=18&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
791168,Jer 6:4,צָהֳרַיִם,בַֽצָּהֳרָ֑יִם ,וְנַעֲלֶ֣ה בַֽצָּהֳרָ֑יִם ,https://shebanq.ancient-data.org/hebrew/text?book=Jeremia&chapter=6&verse=4&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
791180,Jer 6:5,לַיְלָה,בַלָּ֔יְלָה ,וְנַעֲלֶ֣ה בַלָּ֔יְלָה ,https://shebanq.ancient-data.org/hebrew/text?book=Jeremia&chapter=6&verse=5&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
791629,Jer 7:12,רִאשֹׁון,בָּרִֽאשֹׁונָ֑ה ,כִּ֣י לְכוּ־נָ֗א אֶל־מְקֹומִי֙ אֲשֶׁ֣ר בְּשִׁילֹ֔ו אֲשֶׁ֨ר שִׁכַּ֧נְתִּֽי שְׁמִ֛י שָׁ֖ם בָּרִֽאשֹׁונָ֑ה ,https://shebanq.ancient-data.org/hebrew/text?book=Jeremia&chapter=7&verse=12&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
795704,Jer 20:16,בֹּקֶר,בַּבֹּ֔קֶר ,וְשָׁמַ֤ע זְעָקָה֙ בַּבֹּ֔קֶר וּתְרוּעָ֖ה בְּעֵ֥ת צָהֳרָֽיִם׃ ,https://shebanq.ancient-data.org/hebrew/text?book=Jeremia&chapter=20&verse=16&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
795870,Jer 21:12,בֹּקֶר,לַבֹּ֨קֶר֙ ,דִּ֤ינוּ לַבֹּ֨קֶר֙ מִשְׁפָּ֔ט ,https://shebanq.ancient-data.org/hebrew/text?book=Jeremia&chapter=21&verse=12&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
796579,Jer 23:20,יֹום,בְּאַֽחֲרִית֙ הַיָּמִ֔ים ,בְּאַֽחֲרִית֙ הַיָּמִ֔ים תִּתְבֹּ֥ונְנוּ בָ֖הּ בִּינָֽה׃ ,https://shebanq.ancient-data.org/hebrew/text?book=Jeremia&chapter=23&verse=20&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
798017,Jer 28:8,עֹולָם,מִן־הָֽעֹולָ֑ם ,הַנְּבִיאִ֗ים אֲשֶׁ֨ר הָי֧וּ לְפָנַ֛י וּלְפָנֶ֖יךָ מִן־הָֽעֹולָ֑ם וַיִּנָּ֨בְא֜וּ אֶל־אֲרָצֹ֤ות רַבֹּות֙ וְעַל־מַמְלָכֹ֣ות גְּדֹלֹ֔ות לְמִלְחָמָ֖ה וּלְרָעָ֥ה וּלְדָֽבֶר׃ ,https://shebanq.ancient-data.org/hebrew/text?book=Jeremia&chapter=28&verse=8&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
798860,Jer 30:24,יֹום,בְּאַחֲרִ֥ית הַיָּמִ֖ים ,בְּאַחֲרִ֥ית הַיָּמִ֖ים תִּתְבֹּ֥ונְנוּ בָֽהּ׃ ,https://shebanq.ancient-data.org/hebrew/text?book=Jeremia&chapter=30&verse=24&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
801507,Jer 37:21,יֹום,לַיֹּום֙ ,וְנָתֹן֩ לֹ֨ו כִכַּר־לֶ֤חֶם לַיֹּום֙ מִח֣וּץ הָאֹפִ֔ים עַד־תֹּ֥ם כָּל־הַלֶּ֖חֶם מִן־הָעִ֑יר ,https://shebanq.ancient-data.org/hebrew/text?book=Jeremia&chapter=37&verse=21&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
804597,Jer 48:47,יֹום,בְּאַחֲרִ֥ית הַיָּמִ֖ים ,וְשַׁבְתִּ֧י שְׁבוּת־מֹואָ֛ב בְּאַחֲרִ֥ית הַיָּמִ֖ים ,https://shebanq.ancient-data.org/hebrew/text?book=Jeremia&chapter=48&verse=47&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
804727,Jer 49:9,לַיְלָה,בַּלַּ֖יְלָה ,אִם־גַּנָּבִ֥ים בַּלַּ֖יְלָה ,https://shebanq.ancient-data.org/hebrew/text?book=Jeremia&chapter=49&verse=9&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
805090,Jer 49:39,יֹום,בְּאַחֲרִ֣ית הַיָּמִ֗ים ,וְהָיָ֣ה׀ בְּאַחֲרִ֣ית הַיָּמִ֗ים ,https://shebanq.ancient-data.org/hebrew/text?book=Jeremia&chapter=49&verse=39&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
806157,Jer 51:46,שָׁנָה,בַשָּׁנָ֣ה ,וּבָ֧א בַשָּׁנָ֣ה הַשְּׁמוּעָ֗ה ,https://shebanq.ancient-data.org/hebrew/text?book=Jeremia&chapter=51&verse=46&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
806161,Jer 51:46,שָׁנָה,בַּשָּׁנָה֙ ,וְאַחֲרָ֤יו בַּשָּׁנָה֙ הַשְּׁמוּעָ֔ה ,https://shebanq.ancient-data.org/hebrew/text?book=Jeremia&chapter=51&verse=46&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
806721,Ezek 1:1,רְבִיעִי,בָּֽרְבִיעִי֙ ,וַיְהִ֣י׀ בִּשְׁלֹשִׁ֣ים שָׁנָ֗ה בָּֽרְבִיעִי֙ בַּחֲמִשָּׁ֣ה לַחֹ֔דֶשׁ ,https://shebanq.ancient-data.org/hebrew/text?book=Ezechiel&chapter=1&verse=1&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
808602,Ezek 8:1,שִׁשִּׁי,בַּשִּׁשִּׁי֙ ,וַיְהִ֣י׀ בַּשָּׁנָ֣ה הַשִּׁשִּׁ֗ית בַּשִּׁשִּׁי֙ בַּחֲמִשָּׁ֣ה לַחֹ֔דֶשׁ ,https://shebanq.ancient-data.org/hebrew/text?book=Ezechiel&chapter=8&verse=1&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
809680,Ezek 12:4,עֶרֶב,בָעֶ֨רֶב֙ ,וְאַתָּ֗ה תֵּצֵ֤א בָעֶ֨רֶב֙ לְעֵ֣ינֵיהֶ֔ם כְּמֹוצָאֵ֖י גֹּולָֽה׃ ,https://shebanq.ancient-data.org/hebrew/text?book=Ezechiel&chapter=12&verse=4&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
809715,Ezek 12:7,עֶרֶב,בָעֶ֛רֶב ,וּבָעֶ֛רֶב חָתַֽרְתִּי־לִ֥י בַקִּ֖יר בְּיָ֑ד ,https://shebanq.ancient-data.org/hebrew/text?book=Ezechiel&chapter=12&verse=7&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
809729,Ezek 12:8,בֹּקֶר,בַּבֹּ֥קֶר ,וַיְהִ֧י דְבַר־יְהוָ֛ה אֵלַ֖י בַּבֹּ֥קֶר לֵאמֹֽר׃ ,https://shebanq.ancient-data.org/hebrew/text?book=Ezechiel&chapter=12&verse=8&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
812472,Ezek 20:1,חֲמִישִׁי,בַּֽחֲמִשִׁי֙ ,וַיְהִ֣י׀ בַּשָּׁנָ֣ה הַשְּׁבִיעִ֗ית בַּֽחֲמִשִׁי֙ בֶּעָשֹׂ֣ור לַחֹ֔דֶשׁ ,https://shebanq.ancient-data.org/hebrew/text?book=Ezechiel&chapter=20&verse=1&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
812928,Ezek 20:31,יֹום,עַד־הַיֹּ֔ום ,וּבִשְׂאֵ֣ת מַתְּנֹֽתֵיכֶ֡ם בְּֽהַעֲבִיר֩ בְּנֵיכֶ֨ם בָּאֵ֜שׁ אַתֶּם֩ נִטְמְאִ֤֨ים לְכָל־גִּלּֽוּלֵיכֶם֙ עַד־הַיֹּ֔ום ,https://shebanq.ancient-data.org/hebrew/text?book=Ezechiel&chapter=20&verse=31&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
814682,Ezek 24:18,בֹּקֶר,בַּבֹּ֔קֶר ,וָאֲדַבֵּ֤ר אֶל־הָעָם֙ בַּבֹּ֔קֶר ,https://shebanq.ancient-data.org/hebrew/text?book=Ezechiel&chapter=24&verse=18&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
814686,Ezek 24:18,עֶרֶב,בָּעָ֑רֶב ,וַתָּ֥מָת אִשְׁתִּ֖י בָּעָ֑רֶב ,https://shebanq.ancient-data.org/hebrew/text?book=Ezechiel&chapter=24&verse=18&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
815862,Ezek 29:1,עֲשִׂירִי,בָּעֲשִׂרִ֕י ,בַּשָּׁנָה֙ הָעֲשִׂירִ֔ית בָּעֲשִׂרִ֕י בִּשְׁנֵ֥ים עָשָׂ֖ר לַחֹ֑דֶשׁ ,https://shebanq.ancient-data.org/hebrew/text?book=Ezechiel&chapter=29&verse=1&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
816066,Ezek 29:17,רִאשֹׁון,בָּֽרִאשֹׁ֖ון ,וַיְהִ֗י בְּעֶשְׂרִ֤ים וָשֶׁ֨בַע֙ שָׁנָ֔ה בָּֽרִאשֹׁ֖ון בְּאֶחָ֣ד לַחֹ֑דֶשׁ ,https://shebanq.ancient-data.org/hebrew/text?book=Ezechiel&chapter=29&verse=17&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
816352,Ezek 30:20,רִאשֹׁון,בָּֽרִאשֹׁ֖ון ,וַיְהִ֗י בְּאַחַ֤ת עֶשְׂרֵה֙ שָׁנָ֔ה בָּֽרִאשֹׁ֖ון בְּשִׁבְעָ֣ה לַחֹ֑דֶשׁ ,https://shebanq.ancient-data.org/hebrew/text?book=Ezechiel&chapter=30&verse=20&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
816441,Ezek 31:1,שְׁלִישִׁי,בַּשְּׁלִישִׁ֖י ,וַיְהִ֗י בְּאַחַ֤ת עֶשְׂרֵה֙ שָׁנָ֔ה בַּשְּׁלִישִׁ֖י בְּאֶחָ֣ד לַחֹ֑דֶשׁ ,https://shebanq.ancient-data.org/hebrew/text?book=Ezechiel&chapter=31&verse=1&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
817342,Ezek 33:21,עֲשִׂירִי,בָּעֲשִׂרִ֛י ,וַיְהִ֞י בִּשְׁתֵּ֧י עֶשְׂרֵ֣ה שָׁנָ֗ה בָּעֲשִׂרִ֛י בַּחֲמִשָּׁ֥ה לַחֹ֖דֶשׁ לְגָלוּתֵ֑נוּ ,https://shebanq.ancient-data.org/hebrew/text?book=Ezechiel&chapter=33&verse=21&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
817356,Ezek 33:22,עֶרֶב,בָּעֶ֗רֶב ,וְיַד־יְהוָה֩ הָיְתָ֨ה אֵלַ֜י בָּעֶ֗רֶב לִפְנֵי֙ בֹּ֣וא הַפָּלִ֔יט ,https://shebanq.ancient-data.org/hebrew/text?book=Ezechiel&chapter=33&verse=22&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
817364,Ezek 33:22,בֹּקֶר,בַּבֹּ֑קֶר ,וַיִּפְתַּ֣ח אֶת־פִּ֔י עַד־בֹּ֥וא אֵלַ֖י בַּבֹּ֑קֶר ,https://shebanq.ancient-data.org/hebrew/text?book=Ezechiel&chapter=33&verse=22&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
819120,Ezek 38:8,שָׁנָה,בְּאַחֲרִ֨ית הַשָּׁנִ֜ים ,בְּאַחֲרִ֨ית הַשָּׁנִ֜ים תָּבֹ֣וא׀ אֶל־אֶ֣רֶץ׀ מְשֹׁובֶ֣בֶת מֵחֶ֗רֶב מְקֻבֶּ֨צֶת֙ מֵעַמִּ֣ים רַבִּ֔ים עַ֚ל הָרֵ֣י יִשְׂרָאֵ֔ל אֲשֶׁר־הָי֥וּ לְחָרְבָּ֖ה תָּמִ֑יד וְהִיא֙ מֵעַמִּ֣ים הוּצָ֔אָה ,https://shebanq.ancient-data.org/hebrew/text?book=Ezechiel&chapter=38&verse=8&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
821580,Ezek 45:23,יֹום,לַיֹּֽום׃ ,וְשִׁבְעַ֨ת יְמֵֽי־הֶחָ֜ג יַעֲשֶׂ֧ה עֹולָ֣ה לַֽיהוָ֗ה שִׁבְעַ֣ת פָּ֠רִים וְשִׁבְעַ֨ת אֵילִ֤ים תְּמִימִם֙ לַיֹּ֔ום שִׁבְעַ֖ת הַיָּמִ֑ים וְחַטָּ֕את שְׂעִ֥יר עִזִּ֖ים לַיֹּֽום׃ ,https://shebanq.ancient-data.org/hebrew/text?book=Ezechiel&chapter=45&verse=23&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
821629,Ezek 46:2,עֶרֶב,עַד־הָעָֽרֶב׃ ,וְהַשַּׁ֥עַר לֹֽא־יִסָּגֵ֖ר עַד־הָעָֽרֶב׃ ,https://shebanq.ancient-data.org/hebrew/text?book=Ezechiel&chapter=46&verse=2&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
821681,Ezek 46:9,מֹועֵד,בַּמֹּֽועֲדִים֒ ,וּבְבֹ֨וא עַם־הָאָ֜רֶץ לִפְנֵ֣י יְהוָה֮ בַּמֹּֽועֲדִים֒ הַבָּ֡א דֶּרֶךְ־שַׁ֨עַר צָפֹ֜ון לְהִֽשְׁתַּחֲוֹ֗ת יֵצֵא֙ דֶּרֶךְ־שַׁ֣עַר נֶ֔גֶב וְהַבָּא֙ דֶּרֶךְ־שַׁ֣עַר נֶ֔גֶב יֵצֵ֖א דֶּרֶךְ־שַׁ֣עַר צָפֹ֑ונָה ,https://shebanq.ancient-data.org/hebrew/text?book=Ezechiel&chapter=46&verse=9&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
821751,Ezek 46:13,יֹום,לַיֹּ֖ום ,וְכֶ֨בֶשׂ בֶּן־שְׁנָתֹ֜ו תָּמִ֗ים תַּעֲשֶׂ֥ה עֹולָ֛ה לַיֹּ֖ום לַֽיהֹוָ֑ה ,https://shebanq.ancient-data.org/hebrew/text?book=Ezechiel&chapter=46&verse=13&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
823010,Hos 3:5,יֹום,בְּאַחֲרִ֥ית הַיָּמִֽים׃ פ ,וּפָחֲד֧וּ אֶל־יְהוָ֛ה וְאֶל־טוּבֹ֖ו בְּאַחֲרִ֥ית הַיָּמִֽים׃ פ ,https://shebanq.ancient-data.org/hebrew/text?book=Hosea&chapter=3&verse=5&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
824185,Hos 10:15,שַׁחַר,בַּשַּׁ֕חַר ,בַּשַּׁ֕חַר נִדְמֹ֥ה נִדְמָ֖ה מֶ֥לֶךְ יִשְׂרָאֵֽל׃ ,https://shebanq.ancient-data.org/hebrew/text?book=Hosea&chapter=10&verse=15&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
824965,Joel 2:2,עֹולָם,מִן־הָ֣עֹולָ֔ם ,כָּמֹ֗הוּ לֹ֤א נִֽהְיָה֙ מִן־הָ֣עֹולָ֔ם ,https://shebanq.ancient-data.org/hebrew/text?book=Joel&chapter=2&verse=2&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
826162,Amos 4:4,בֹּקֶר,לַבֹּ֨קֶר֙ ,וְהָבִ֤יאוּ לַבֹּ֨קֶר֙ זִבְחֵיכֶ֔ם לִשְׁלֹ֥שֶׁת יָמִ֖ים מַעְשְׂרֹֽתֵיכֶֽם׃ ,https://shebanq.ancient-data.org/hebrew/text?book=Amos&chapter=4&verse=4&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
827115,Amos 8:9,צָהֳרַיִם,בַּֽצָּהֳרָ֑יִם ,וְהֵבֵאתִ֥י הַשֶּׁ֖מֶשׁ בַּֽצָּהֳרָ֑יִם ,https://shebanq.ancient-data.org/hebrew/text?book=Amos&chapter=8&verse=9&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
828279,Jonah 4:7,מָחֳרָת,לַֽמָּחֳרָ֑ת ,וַיְמַ֤ן הָֽאֱלֹהִים֙ תֹּולַ֔עַת בַּעֲלֹ֥ות הַשַּׁ֖חַר לַֽמָּחֳרָ֑ת ,https://shebanq.ancient-data.org/hebrew/text?book=Jona&chapter=4&verse=7&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
828862,Mic 4:1,יֹום,בְּאַחֲרִ֣ית הַיָּמִ֗ים ,וְהָיָ֣ה׀ בְּאַחֲרִ֣ית הַיָּמִ֗ים ,https://shebanq.ancient-data.org/hebrew/text?book=Micha&chapter=4&verse=1&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
831038,Zeph 2:4,צָהֳרַיִם,בַּֽצָּהֳרַ֨יִם֙ ,אַשְׁדֹּ֗וד בַּֽצָּהֳרַ֨יִם֙ יְגָ֣רְשׁ֔וּהָ ,https://shebanq.ancient-data.org/hebrew/text?book=Zephania&chapter=2&verse=4&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
831064,Zeph 2:7,עֶרֶב,בָּעֶ֨רֶב֙ ,בְּבָתֵּ֣י אַשְׁקְלֹ֗ון בָּעֶ֨רֶב֙ יִרְבָּצ֔וּן ,https://shebanq.ancient-data.org/hebrew/text?book=Zephania&chapter=2&verse=7&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
838317,Ps 30:6,עֶרֶב,בָּ֭עֶרֶב ,כִּ֤י רֶ֨גַע׀ בְּאַפֹּו֮ חַיִּ֪ים בִּרְצֹ֫ונֹ֥ו בָּ֭עֶרֶב יָלִ֥ין בֶּ֗כִי וְלַבֹּ֥קֶר רִנָּֽה׃ ,https://shebanq.ancient-data.org/hebrew/text?book=Psalmi&chapter=30&verse=6&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
840247,Ps 42:9,לַיְלָה,בַלַּיְלָה ,וּ֭בַלַּיְלָה שִׁירֹ֣ו עִמִּ֑י תְּ֝פִלָּ֗ה לְאֵ֣ל חַיָּֽי׃ ,https://shebanq.ancient-data.org/hebrew/text?book=Psalmi&chapter=42&verse=9&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
840963,Ps 49:15,בֹּקֶר,לַבֹּ֗קֶר ,וַיִּרְדּ֘וּ בָ֤ם יְשָׁרִ֨ים׀ לַבֹּ֗קֶר ,https://shebanq.ancient-data.org/hebrew/text?book=Psalmi&chapter=49&verse=15&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
842067,Ps 59:7,עֶרֶב,לָ֭עֶרֶב ,יָשׁ֣וּבוּ לָ֭עֶרֶב ,https://shebanq.ancient-data.org/hebrew/text?book=Psalmi&chapter=59&verse=7&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
842132,Ps 59:15,עֶרֶב,לָ֭עֶרֶב ,וְיָשׁ֣וּבוּ לָ֭עֶרֶב ,https://shebanq.ancient-data.org/hebrew/text?book=Psalmi&chapter=59&verse=15&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
842152,Ps 59:17,בֹּקֶר,לַבֹּ֗קֶר ,וַאֲרַנֵּ֥ן לַבֹּ֗קֶר חַ֫סְדֶּ֥ךָ ,https://shebanq.ancient-data.org/hebrew/text?book=Psalmi&chapter=59&verse=17&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
844319,Ps 77:7,לַיְלָה,בַּ֫לָּ֥יְלָה ,אֶֽזְכְּרָ֥ה נְגִינָתִ֗י בַּ֫לָּ֥יְלָה ,https://shebanq.ancient-data.org/hebrew/text?book=Psalmi&chapter=77&verse=7&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
845224,Ps 81:4,חֹדֶשׁ,בַחֹ֣דֶשׁ ,תִּקְע֣וּ בַחֹ֣דֶשׁ שֹׁופָ֑ר בַּ֝כֵּ֗סֶה לְיֹ֣ום חַגֵּֽנוּ׃ ,https://shebanq.ancient-data.org/hebrew/text?book=Psalmi&chapter=81&verse=4&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
845854,Ps 88:2,לַיְלָה,בַלַּ֣יְלָה ,יְ֭הוָה אֱלֹהֵ֣י יְשׁוּעָתִ֑י יֹום־צָעַ֖קְתִּי בַלַּ֣יְלָה נֶגְדֶּֽךָ׃ ,https://shebanq.ancient-data.org/hebrew/text?book=Psalmi&chapter=88&verse=2&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
845943,Ps 88:14,בֹּקֶר,בַבֹּ֗קֶר ,וּ֝בַבֹּ֗קֶר תְּֽפִלָּתִ֥י תְקַדְּמֶֽךָּ׃ ,https://shebanq.ancient-data.org/hebrew/text?book=Psalmi&chapter=88&verse=14&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
846362,Ps 90:5,בֹּקֶר,בַּ֝בֹּ֗קֶר ,שֵׁנָ֣ה יִהְי֑וּ בַּ֝בֹּ֗קֶר כֶּחָצִ֥יר יַחֲלֹֽף׃ ,https://shebanq.ancient-data.org/hebrew/text?book=Psalmi&chapter=90&verse=5&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
846365,Ps 90:6,בֹּקֶר,בַּ֭בֹּקֶר ,בַּ֭בֹּקֶר יָצִ֣יץ ,https://shebanq.ancient-data.org/hebrew/text?book=Psalmi&chapter=90&verse=6&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
846369,Ps 90:6,עֶרֶב,לָ֝עֶ֗רֶב ,לָ֝עֶ֗רֶב יְמֹולֵ֥ל ,https://shebanq.ancient-data.org/hebrew/text?book=Psalmi&chapter=90&verse=6&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
846426,Ps 90:14,בֹּקֶר,בַבֹּ֣קֶר ,שַׂבְּעֵ֣נוּ בַבֹּ֣קֶר חַסְדֶּ֑ךָ ,https://shebanq.ancient-data.org/hebrew/text?book=Psalmi&chapter=90&verse=14&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
846568,Ps 92:3,בֹּקֶר,בַּבֹּ֣קֶר ,טֹ֗וב לְהֹדֹ֥ות לַיהוָ֑ה וּלְזַמֵּ֖ר לְשִׁמְךָ֣ עֶלְיֹֽון׃ לְהַגִּ֣יד בַּבֹּ֣קֶר חַסְֽדֶּ֑ךָ וֶ֝אֱמֽוּנָתְךָ֗ בַּלֵּילֹֽות׃ עֲֽלֵי־עָ֭שֹׂור וַעֲלֵי־נָ֑בֶל עֲלֵ֖י הִגָּיֹ֣ון בְּכִנֹּֽור׃ ,https://shebanq.ancient-data.org/hebrew/text?book=Psalmi&chapter=92&verse=3&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
846572,Ps 92:3,לַיְלָה,בַּלֵּילֹֽות׃ ,טֹ֗וב לְהֹדֹ֥ות לַיהוָ֑ה וּלְזַמֵּ֖ר לְשִׁמְךָ֣ עֶלְיֹֽון׃ לְהַגִּ֣יד בַּבֹּ֣קֶר חַסְֽדֶּ֑ךָ וֶ֝אֱמֽוּנָתְךָ֗ בַּלֵּילֹֽות׃ עֲֽלֵי־עָ֭שֹׂור וַעֲלֵי־נָ֑בֶל עֲלֵ֖י הִגָּיֹ֣ון בְּכִנֹּֽור׃ ,https://shebanq.ancient-data.org/hebrew/text?book=Psalmi&chapter=92&verse=3&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
847330,Ps 101:8,בֹּקֶר,לַבְּקָרִ֗ים ,לַבְּקָרִ֗ים אַצְמִ֥ית כָּל־רִשְׁעֵי־אָ֑רֶץ לְהַכְרִ֥ית מֵֽעִיר־יְ֝הוָ֗ה כָּל־פֹּ֥עֲלֵי אָֽוֶן׃ ,https://shebanq.ancient-data.org/hebrew/text?book=Psalmi&chapter=101&verse=8&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
850079,Ps 119:55,לַיְלָה,בַלַּ֣יְלָה ,זָ֘כַ֤רְתִּי בַלַּ֣יְלָה שִׁמְךָ֣ יְהוָ֑ה ,https://shebanq.ancient-data.org/hebrew/text?book=Psalmi&chapter=119&verse=55&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
850873,Ps 121:6,לַיְלָה,בַּלָּֽיְלָה׃ ,יֹומָ֗ם הַשֶּׁ֥מֶשׁ לֹֽא־יַכֶּ֗כָּה וְיָרֵ֥חַ בַּלָּֽיְלָה׃ ,https://shebanq.ancient-data.org/hebrew/text?book=Psalmi&chapter=121&verse=6&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
851472,Ps 134:1,לַיְלָה,בַּלֵּילֹֽות׃ ,כָּל־עַבְדֵ֣י יְהוָ֑ה הָעֹמְדִ֥ים בְּבֵית־יְ֝הוָ֗ה בַּלֵּילֹֽות׃ ,https://shebanq.ancient-data.org/hebrew/text?book=Psalmi&chapter=134&verse=1&version=c&mr=m&qw=q&tp=txt_p&tr=hb&wget=v&qget=v&nget=vt
